rank,queue_bucket,partition_class,y_after_002,y_terminal,post_y_len,cisi,id,site,type,symbol,material,condition,dir,idx_002,prev2_before_002,prev1_before_002,next1_after_y,next2_after_y,text,source_grade,source_grade_label,source_hint_count,best_source_rank,best_source_file,best_status_text,best_source_url,best_local_image,best_sha256,best_note,source_files,queue_reason
37,priority_gap_branch_pole_source_dark,posthoc_branch_pole,368,false,1,M-99,2626.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Good,R/L,2,740,215,119,<END>,+740-215-002-368-119+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Branch-pole sign 368 lacks local-image/public-route coverage in the current source index; acquire source evidence before source-normalized partition testing.
38,priority_gap_branch_pole_source_dark,posthoc_branch_pole,390,false,1,H-68,1127.1,Harappa,SEAL:S,Bull1:I,Steatite,Fair,R/L,4,220,003,072,<END>,+090-740-220-003-002-390-072+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Branch-pole sign 390 lacks local-image/public-route coverage in the current source index; acquire source evidence before source-normalized partition testing.
39,priority_gap_branch_pole_source_dark,posthoc_branch_pole,390,false,2,H-773,1665.1,Harappa,TAB:B,None,Faience,Fair,R/L,3,798,803,530,741,+740-798-803-002-390-530-741+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Branch-pole sign 390 lacks local-image/public-route coverage in the current source index; acquire source evidence before source-normalized partition testing.
40,priority_gap_branch_pole_source_dark,posthoc_branch_pole,390,false,1,M-213,2737.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Fair,R/L,2,740,384,346,<END>,+740-384-002-390-346+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Branch-pole sign 390 lacks local-image/public-route coverage in the current source index; acquire source evidence before source-normalized partition testing.
41,priority_gap_branch_pole_source_dark,posthoc_branch_pole,390,false,1,M-232,2756.1,Mohenjo-daro,SEAL:S,Bull2,Steatite,Good,R/L,1,<START>,236,707,<END>,+236-002-390-707+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Branch-pole sign 390 lacks local-image/public-route coverage in the current source index; acquire source evidence before source-normalized partition testing.
42,priority_gap_branch_pole_source_dark,posthoc_branch_pole,390,false,1,M-708,3134.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,2,740,061,140,<END>,+740-061-002-390-140+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Branch-pole sign 390 lacks local-image/public-route coverage in the current source index; acquire source evidence before source-normalized partition testing.
43,priority_gap_branch_pole_source_dark,posthoc_branch_pole,390,false,1,M-71,2599.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,3,279,142,095,<END>,+151-279-142-002-390-095+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Branch-pole sign 390 lacks local-image/public-route coverage in the current source index; acquire source evidence before source-normalized partition testing.
44,closure_pole_source_check,posthoc_closure_pole,817,true,0,C-10,98.1,Chanhu-daro,SEAL:S,Bull1:W,Steatite,Poor,R/L,4,220,032,<END>,<END>,+740-231-220-032-002-817+,3,row_level_source_visible_candidate,11,80,source_visible_032_002_y_witness_matrix.csv,chanhu_daro_plate_route | source_visible_lowres_token_box_candidate | candidate_pass_lowres:3,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\chanhudaro_mackay_1943\crops_final\C10_non240_817_plateLI_no29_context.png,,Upgrades non-240 A-220 817 branch at Chanhu-daro; supports 817 outside target/240 frame.,campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_function_batch3_chanhudaro.csv;campaign_032_002_y_source_function_current_table.csv;campaign_032_002_y_source_function_sourceclean_features.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 817 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
45,closure_pole_source_check,posthoc_closure_pole,817,true,0,M-722,3146.1,Mohenjo-daro,SEAL:S,Bull1,Steatite,Poor,R/L,5,220,032,<END>,<END>,+740-585-240-220-032-002-817+,3,row_level_source_visible_candidate,11,80,source_visible_032_002_y_witness_matrix.csv,source_volume_ocr_hit | source_visible_medium_token_box_candidate | candidate_pass:3,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_y_source_function_batch\M722_target_817_page083_label_context.png,,Target 002-817 witness. Crop shows one continuous signband and label M-722 a; object is fragment/poor but source-visible.,campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_function_batch1.csv;campaign_032_002_y_source_function_current_table.csv;campaign_032_002_y_source_function_sourceclean_features.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 817 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
46,closure_pole_source_check,posthoc_closure_pole,820,true,0,M-375,2871.1,Mohenjo-daro,SEAL:R,None,Steatite,Good,R/L,5,220,032,<END>,<END>,+740-100-233-220-032-002-820+,3,row_level_source_visible_candidate,11,80,source_visible_032_002_y_witness_matrix.csv,source_volume_ocr_hit | source_visible_medium_low_token_box_candidate | candidate_pass:3,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_y_source_function_batch\M375_non240_820_hit2_india_0128_label_context.png,,Good source-visible non-240 A-220 control outside the square seal surface: SEAL:R cuboid-convex.,campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_function_batch2.csv;campaign_032_002_y_source_function_current_table.csv;campaign_032_002_y_source_function_sourceclean_features.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
47,closure_pole_source_check,posthoc_closure_pole,820,true,0,M-381,2877.1,Mohenjo-daro,SEAL:R,None,Steatite,Good,R/L,5,032,798,<END>,<END>,+740-055-220-032-798-002-820+,2,local_image_or_public_route_candidate,8,65,source_box_negative_control_v2_public_routes.csv,downloaded_and_cropped | source_page_crop_needs_human_boxing | public_cisi_plate_page,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n129_w2000.jpg,tmp/source_box_negative_control_v2/crops/M-381_cisi_india_n129_plate_context_crop.jpg,38df032da6e622544fd3c3d8516c197d3e66a0c4494e190f7a844bef044d18eb,Broad source-context crop around OCR label; not token-boxed evidence.,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv;source_box_negative_control_v2_m381_answer_key.csv;source_box_negative_control_v2_panel_crops.csv;source_box_negative_control_v2_public_routes.csv;source_box_negative_control_v2_source_status.csv;source_box_negative_control_v2_targets.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
48,closure_pole_route_needed,posthoc_closure_pole,817,true,0,M-1385,3681.1,Mohenjo-daro,TAG:P,Bull1,Clay,Poor,R/L,3,760,032,<END>,<END>,+740-760-032-002-817+,1,source_hint_only,8,50,campaign_032_002_y_source_route_probe.csv,source_volume_ocr_hit,,,,"locate source-volume page image, crop panel, record label and side",campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_function_batch1.csv;campaign_032_002_y_source_function_current_table.csv;campaign_032_002_y_source_function_sourceclean_features.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 817 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
49,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-174,2699.1,Mohenjo-daro,SEAL:S,Bull1:T,Steatite,Poor,R/L,4,220,032,<END>,<END>,+740-923-220-032-002-820+,1,source_hint_only,8,50,campaign_032_002_y_source_route_probe.csv,source_volume_ocr_hit,,,,"locate source-volume page image, crop panel, record label and side",campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_function_batch2.csv;campaign_032_002_y_source_function_current_table.csv;campaign_032_002_y_source_function_sourceclean_features.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
50,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-221,2745.1,Mohenjo-daro,SEAL:S,Bull1:I,NA,Poor,R/L,5,220,032,<END>,<END>,+740-760-335-220-032-002-820+,1,source_hint_only,8,50,campaign_032_002_y_source_route_probe.csv,source_volume_ocr_hit,,,,"locate source-volume page image, crop panel, record label and side",campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_function_batch2.csv;campaign_032_002_y_source_function_current_table.csv;campaign_032_002_y_source_function_sourceclean_features.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
51,closure_pole_route_needed,posthoc_closure_pole,820,false,3,M-1677,2236.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,3,382,032,001,440,+520-382-032-002-820-001-440-012+,1,source_hint_only,7,30,campaign_032_002_branch_tail_source_routes.csv,cisi_3_1_or_archive_required,,,,,campaign_032_002_branch_tail_source_routes.csv;campaign_032_002_source_normalized_branch_tail_decisive_rows.csv;campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
52,closure_pole_route_needed,posthoc_closure_pole,817,true,0,H-140,1181.1,Harappa,SEAL:R,None,Steatite,Fine,R/L,3,384,032,<END>,<END>,+740-384-032-002-817+,1,source_hint_only,5,30,campaign_032_002_y_source_route_probe.csv,source_route_needed,,,,direct CISI/HARP/archive request,campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 817 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
53,closure_pole_route_needed,posthoc_closure_pole,817,true,0,M-32,2560.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,2,390,003,<END>,<END>,+390-003-002-817+,1,source_hint_only,5,5,source_box_blind_adjudication_scored_rows.csv,confidence:high,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,Closure-pole sign 817 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
54,closure_pole_route_needed,posthoc_closure_pole,817,true,0,M-75,2603.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,3,220,004,<END>,<END>,+520-220-004-002-817+,1,source_hint_only,5,5,source_box_blind_adjudication_scored_rows.csv,confidence:high,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_blind_adjudication_key.csv;source_box_blind_adjudication_scored_rows.csv;source_box_negative_control_candidates.csv,Closure-pole sign 817 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
55,closure_pole_route_needed,posthoc_closure_pole,820,true,0,K-145,5273.1,Kalibangan,SEAL:S,Bull1:J,NA,Good,R/L,5,220,032,<END>,<END>,+740-585-231-220-032-002-820+,1,source_hint_only,5,30,campaign_032_002_y_source_route_probe.csv,source_route_needed,,,,direct CISI/HARP/archive request,campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
56,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1728,2417.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,5,220,032,<END>,<END>,+161-055-240-220-032-002-820+,1,source_hint_only,5,5,campaign_032_002_y_source_route_probe.csv,local_source_reference_route,,,,resolve local excavation/source reference to plate or archive image,campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
57,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1737,2229.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,5,921,032,<END>,<END>,+740-760-072-921-032-002-820+,1,source_hint_only,5,5,campaign_032_002_y_source_route_probe.csv,local_source_reference_route,,,,resolve local excavation/source reference to plate or archive image,campaign_032_002_tail_source_queue.csv;campaign_032_002_y_source_manifest.csv;campaign_032_002_y_source_route_probe.csv;effective_unicity_directionality_source_queue_source_index.csv;source_visible_032_002_y_witness_matrix.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
