object,site,region,type,material,shape,symbol,condition,complete,first_sign,target_position,text
M-495,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,NA,Fair,Y,390,3,+390-697-151-740-176-798-838+
M-494,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,NA,Poor,Y,921,7,+921-100-415-904-017-032-820-740-904-741+
M-495,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,NA,Fair,Y,740,0,+740-100-415-904-017-032-820-740-904-741+
M-502,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,Othr,Poor,N,740,0,+740-176-233-000+
M-1449,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,Othr,Poor,Y,740,0,+740-176-233-806+
M-1550,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,NA,Poor,Y,740,0,+740-384-233-806+
M-505,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,Othr,Fair,N,740,0,+740-384-233-000+
M-510,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,NA,Poor,Y,405,2,+405-240-740-176-002-326+
M-512,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,NA,Good,Y,740,0,+740-176-220-032+
M-525,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Gaur,Good,Y,423,4,+423-003-001-900-740-690-435-255+
M-530,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular-round,Elep,Poor,Y,001,1,+001-740-923-033-706+
M-540,Mohenjo-daro,Lower Indus,TAB:B,NA,rectangular,NA,Poor,N,000,2,]000-000-740-000+
M-545,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Goat:8,Good,Y,790,1,+790-740-100-176-421-003+
M-550,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Comp,Poor,Y,740,0,+740-100-233-003+
M-571,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Comp,Good,Y,740,0,+740-773-220-032+
M-1522,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Rhin,Fair,Y,740,0,+740-222-233-235+
M-573,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular-round,Othr,Fair,Y,740,0,+740-222-233-235/617-142-001-368-861+
M-1534,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular-round,Othr,Fair,Y,740,0,+740-388-585-017+
M-603,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,NA,Poor,Y,740,0,+740-900-850-407-845-806+
M-605,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,NA,Fair,Y,740,0,+740-405-590-220-003+
M-1568,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,NA,Fair,Y,740,0,+740-100-904-033-705-231-798+
M-608,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,NA,Poor,N,740,0,+740-220-000+
M-614,Mohenjo-daro,Lower Indus,POT:T:g,Clay,NA,NA,Poor,?,740,0,+740-035[
M-623,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:W,Poor,Y,740,0,+740-760-175-176-220-415-798-002-299-530-820+
M-625,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,N,740,0,+740-176-741-435-255-000-000[
M-626,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,Y,842,3,+842-374-125/740-803-060-692-740-690-435-255-060-692+
M-628,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-560-233-002-291-690-564+
M-629,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:W,Fine,Y,679,1,+679-740-176-240-798-002-861+
M-634,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,679,1,+679-740-220-415-001-820-812-820-140-820+
M-637,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,?,740,0,+740-638[
M-638,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,NA,Poor,Y,740,0,+740-482-055-240-235-745-740-590+
M-644,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-585-017-740-240-002-817-090-370+
M-646,Mohenjo-daro,Lower Indus,SEAL:S,Paste,square,Bull1,Poor,N,740,0,+740-760-440-000-002-817+
M-647,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Fine,Y,740,0,+740-100-235-233-741-060-920+
M-648,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:J,Fair,Y,090,1,+090-740-100-220-032-741-361+
M-651,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-717-220-240-002-820+
M-653,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,Y,679,1,+679-740-235-002-861+
M-655,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Fair,Y,740,0,+740-717-233-002-220-880-689+
M-661,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-798-220-415-741-072+
M-665,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,871,1,+871-740-643/740-798-463-350-002-374-575+
M-666,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-440-231-060-692+
M-671,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-690-435-255-240-235-745-060-920+
M-672,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,740,0,+740-405-590-235+
M-675,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-388-807-033-706-233-235-168-032+
M-677,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:L,Fair,Y,740,0,+740-923-070-032-033-706-231-242-002-861-901+
M-678,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,740,0,+740-752-006-503-236-806-002-031-502+
M-683,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-798-231-002-298-460-032+
M-699,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,740,0,+740-100-415-002-130-035-171+
M-700,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:J,Good,Y,740,0,+740-760-820-368-263+
M-705,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-772-240-803+
M-706,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,Y,740,0,+740-773-240-002-861-031+
M-708,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-061-002-390-140+
M-714,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-585-017-033-705-233-798-803-002-861-603+
M-717,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Good,Y,740,0,+740-142-061-002-861+
M-719,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,N,000,1,]000-740-390-630-032+
M-720,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,N,000,1,+000-740-923-220-032-002-817+
M-722,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-585-240-220-032-002-817+
M-723,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Fair,Y,740,0,+740-460-510-235-220-032-002-861+
M-725,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Good,Y,090,1,+090-740-220-003-741-252-530+
M-727,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,740,0,+740-100-415-002-820+
M-728,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:V,Good,Y,740,0,+740-575-017-002-820+
M-730,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:J,Good,Y,740,0,+740-384-090-351-741-033-272+
M-733,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,151,1,+151-740-760-220/892-590-850-032+
M-735,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:U,Poor,Y,740,0,+740-760-235-002-390-125-195+
M-736,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:J,Good,N,740,0,+740-337-176-000[
M-737,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,Poor,N,706,3,+706-000/090-740-220-000[
M-738,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,N,717,2,+717-000/740-000[
M-739,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:J,Fair,Y,090,1,+090-740-100-415-002-031-350-550-692+
M-744,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,Poor,N,090,1,+090-740-543-000[
M-746,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,Poor,Y,740,0,+740-440-220-032-741-390-590-032+
M-750,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-773-060-820+
M-754,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-760-705-742-060-920+
M-755,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-337-484-741-060-920+
M-756,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,Y,740,0,+740-100-176-002-812-031+
M-758,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,740,0,+740-760-001-240-742-530-786+
M-771,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,N,740,0,+740-690-233-000[
M-772,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull,Poor,N,740,0,+740-100-415-382-000+
M-776,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,Y,740,0,+740-032-840-585-017-002-817+
M-780,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,Y,740,0,+740-773-156-002-820+
M-782,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Fair,Y,740,0,+740-912-001-740-621+
M-785,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Poor,Y,740,0,+740-255-705-002-861+
M-786,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Poor,Y,740,0,+740-798-233-741-175+
M-788,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:J,Fair,Y,740,0,+740-482-235-002-824+
M-792,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Fair,Y,679,1,+679-740-575-017-002-817+
M-793,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:W,Poor,Y,740,0,+740-388-235-240-798-002-861+
M-801,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Good,?,740,0,+740-176-240[
M-807,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Poor,N,740,0,+740-055-000-000[
M-810,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Good,Y,740,0,+740-731+
M-812,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,Y,740,0,+740-058+
M-814,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Good,Y,740,0,+740-176-033-705-240-235-803+
M-816,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Good,Y,740,0,+740-690-435-255-002-817+
M-818,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Poor,N,740,0,+740-760-335-235-000-000[
M-832,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:S,Good,Y,740,0,+740-337-176+
M-833,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,527,2,+527-550-740-240-002-808+
M-835,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,N,090,1,+090-740-035-171-000-002-817+
M-837,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:S,Poor,Y,740,0,+740-142-061-031-741-125-575+
M-839,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,Good,Y,740,0,+740-100-415-002-817+
M-847,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-055-232-233+
M-869,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:S,Poor,Y,740,0,+740-100-415-002-861+
M-851,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,621,1,+621-740-390-590-002-817+
M-853,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Fair,Y,090,1,+090-740-792-002-817+
M-856,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-575-017-060-220-065-374+
M-861,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Fair,Y,740,0,+740-007-503+
M-862,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Good,Y,740,0,+740-760-742+
M-863,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,Fair,Y,740,0,+740-255-705-741-412+
M-865,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Poor,Y,090,1,+090-740-240-235-001-820+
M-866,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,Poor,N,740,0,+740-482-233-002-000+
M-870,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,Poor,Y,740,0,+740-460-741-060-920+
M-878,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Good,Y,740,0,+740-900-005-741-390-125+
M-880,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:S,Good,Y,740,0,+740-861-877-741-705-319+
M-882,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:u,Fair,N,621,1,+621/740-390-590-000-798-000+
M-889,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,Poor,Y,740,0,+740-384-032-803-002-820+
M-890,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-927-032-741-208+
M-892,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Poor,Y,740,0,+740-798-463-350-742-706-032+
M-900,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-390-590-233-220-415-798-838-002-820+
M-902,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,NA,Poor,N,740,0,+740-798-002-000-090+
M-903,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-772-002-817+
M-917,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-923-803+
M-921,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:L,Fair,Y,550,1,+550-740-220-060-297-630+
M-926,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Poor,Y,740,0,+740-269-792-741-345+
M-932,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:S,Good,Y,740,0,+740-705-171-360-064+
M-933,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,Fair,Y,740,0,+740-390-590-741-821+
M-1601,Mohenjo-daro,Lower Indus,POT:T:g,Clay,NA,NA,Poor,Y,740,0,+740-920-320+
M-937,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,Y,740,0,+740-460-503-031-002-900-615+
-:3335.1,Unknown,Other,SEAL:S,NA,square,Bull1:J,Good,Y,740,0,+740-205-032-002-390-590-032+
M-942,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Poor,N,740,0,+740-013-000-000[
M-943,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,740,0,+740-176-220-415-798+
M-944,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,090,1,+090-740-233-060-368-817+
M-945,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Poor,Y,740,0,+740-923-233+
M-947,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Fair,Y,400,2,+400-090-740-035-171-061+
M-951,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Poor,Y,740,0,+740-927-240-031+
M-954,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,481,1,+481-740-255-360+
M-957,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-760-705-002-577+
M-958,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Good,Y,740,0,+740-772-240-002-900-003-590+
M-960,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,520,2,+520-240-740-590-575+
M-965,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,Good,Y,740,0,+740-390-590-032-741-527+
M-968,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,Y,740,0,+740-923-741-390-590+
M-971,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Poor,Y,740,0,+740-416-741-060-920+
M-972,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:J,Good,Y,740,0,+740-142-066+
M-974,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,Fair,Y,740,0,+740-927-741-060-920+
M-979,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:J,Good,Y,740,0,+740-773-240/002-900-003-590+
M-980,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-617-550-061-435-093-740-100-415+
M-982,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:U,Fair,Y,740,0,+740-825-002+
-:3377.1,Dholavira,Gujarat/Kutch,TAG,Clay,NA,NA,Poor,N,000,3,]000-220-000-740-000[
M-986,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-760-605+
M-990,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,?,161,1,+161-740-384[
M-994,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Fair,Y,740,0,+740-904-690+
M-1002,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1,Poor,Y,740,0,+740-373-031-002-315-850+
M-1003,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull,Poor,N,740,0,+740-900-003-001-000[
M-1005,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,NA,Poor,N,930,1,+930/740-100-233-240-000[
M-1006,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull,Poor,N,740,0,+740-904-000[
M-1015,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull,Poor,?,740,0,+740-798-231[
M-1017,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull,Poor,N,740,0,+740-390-590-000[
M-594,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,NA,Poor,N,740,0,+740-690-435-000[
M-1019,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull,Poor,?,740,0,+740-760-482[
M-1020,Mohenjo-daro,Lower Indus,SEAL,Steatite,NA,NA,Poor,?,740,0,+740-554-001-220[
M-1027,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,NA,Poor,N,740,0,+740-176-220-415-002-435-000[
M-1298,Mohenjo-daro,Lower Indus,SEAL:R,NA,cuboid-convex,NA,Poor,N,740,0,]740-100-000[
M-1045,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,NA,Poor,N,740,0,+740-100-415-070-032-002-820-000+
M-1052,Mohenjo-daro,Lower Indus,SEAL:R,NA,rectangular,NA,Poor,Y,679,1,+679-740-220-032-806-001-595-575-001-095+
M-1053,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Fair,N,740,0,+740-055-527-555-000[
M-1062,Mohenjo-daro,Lower Indus,SEAL,Steatite,NA,NA,Poor,N,740,0,+740-176-000-000[
M-1069,Mohenjo-daro,Lower Indus,SEAL,Steatite,NA,NA,Poor,?,740,0,+740-690-435[
M-1070,Mohenjo-daro,Lower Indus,SEAL,Steatite,NA,NA,Poor,?,740,0,+740-760-460[
M-1073,Mohenjo-daro,Lower Indus,SEAL,NA,NA,NA,Poor,N,740,0,]740-033-000[
M-1077,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull2,Fair,N,740,0,+740-100-000-140-000+
M-1079,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Good,Y,740,0,+740-760-033-706-233-803+
M-1083,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1,Poor,N,740,0,+740-000-233-803-000-001-000+
M-1085,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Good,Y,740,0,+740-100-415-798-460-350-002-817+
M-1088,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Good,Y,740,0,+740-540-002-820+
M-1096,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Good,Y,740,0,+740-455-240-235+
M-1100,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,NA,Fair,Y,740,0,+740-760-315+
M-1104,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Poor,Y,740,0,+740-564-060-820+
M-1107,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Good,N,565,1,+565-740-240-103-002-000+
M-1110,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Poor,Y,740,0,+740-615-104-002-817+
M-1111,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Good,Y,740,0,+740-798-745-924-692+
M-1112,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Fair,Y,740,0,+740-585-220/002-130-035-171+
M-1114,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Poor,Y,740,0,+740-140-002-741-060-920+
M-1115,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Poor,Y,740,0,+740-335-233-002-861+
M-1119,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,Good,Y,740,0,+740-803-002-820-741+
M-1127,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Buff,Fair,Y,060,2,+060-692/740-269-140-002+
M-1129,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Goat:7,Poor,Y,740,0,+740-544/353-741-455-920+
M-1133,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,Poor,N,463,2,+463-513-740-400-142-000+
M-1135,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,Good,Y,740,0,+740-061-002-400-703+
M-1136,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Rhin,Poor,?,740,0,]740-717-240-002-820+
M-1137,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,NA,Poor,Y,740,0,+740-904-002-820+
M-1138,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,Fair,Y,740,0,+740-585-017-002-820+
M-1139,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,Poor,Y,740,0,+740-416-621-002-820+
M-1146,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,Poor,Y,740,0,+740-772-235+
M-1152,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,Good,Y,740,0,+740-032-840-235-002-861+
M-1153,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,Fair,N,740,0,+740-923-877-032-803-000-000+
M-1155,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,Good,Y,740,0,+740-760-335-002-033-705+
M-1156,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,Good,Y,740,0,+740-690-435-255-233+
M-1165,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Tigr,Good,Y,090,1,+090-740-920-140-060-692+
M-1166,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Tigr,Good,Y,740,0,+740-923-240-002-817+
M-1177,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,CompBull,Good,Y,740,0,+740-760-002-817+
M-2021,Mohenjo-daro,Lower Indus,TAB:B,NA,rectangular-round,Mult,Fair,Y,740,0,+740-927+
M-1181,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Anth,Good,Y,740,0,+740-927-231-060-692+
M-1186,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Scene,Fair,Y,621,2,+621/090-740-231-740-560-534+
M-1190,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,NA,Poor,N,000,4,]000-000-741-000/740-231-235-741-060-920+
M-1194,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,NA,Poor,N,740,0,+740-500-000+
M-1199,Mohenjo-daro,Lower Indus,SEAL:S,Silver,square,Bull1:I,Fair,Y,740,0,+740-048-232+
M-1200,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1,Poor,Y,740,0,+740-255-704-176+
M-1202,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Good,Y,790,1,+790/740-100-415-740-257-840+
M-1206,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Good,Y,740,0,+740-690-435-255-002-861+
M-1221,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1,Poor,Y,090,1,+090-740-100-320-001-300-632+
M-1224,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Mult,Good,Y,400,2,+400-090-740-032-840+
M-1225,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Fine,Y,740,0,+740-900-005-877+
M-1231,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,NA,Poor,N,740,0,+740-000-240+
M-1263,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Poor,N,000,1,+000-740-000-520-480-002-570+
M-1264,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,NA,Fine,Y,740,0,+740-100-456-001-820+
M-1265,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,740,0,+740-055-240-220-032-806+
M-1266,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,740,0,+740-483-233-235-055+
M-1267,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Poor,Y,416,2,+416-001-740-720-175-002-861+
M-1268,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,740,0,+740-455-176-002-817+
M-1273,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,740,0,+740-055-002-861-603+
M-1275,Mohenjo-daro,Lower Indus,SEAL:R,NA,rectangular,NA,Good,Y,740,0,+740-752-440-220-032-798+
