id,cisi,site,region,type,material,shape,symbol,cult,condition,complete,dir,class,text,text_dedup_key,strict_complete_closed,idx_002,prev1_before_002,prev2_before_002,y_after_002,next1_after_y,next2_after_y,post_y_len,y_terminal,continuation_class,context_scope
2670.1,M-143,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,IT,+740-205-032-002-252-840+,740 205 032 002 252 840,true,3,032,205,252,840,<END>,1,false,one_token_continuation,after_032
2671.1,M-144,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RBN,Good,Y,R/L,SP,+740-100-415-240-002-817+,740 100 415 240 002 817,true,4,240,415,817,<END>,<END>,0,true,terminal,other_after_002
2674.1,M-147,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,LC,+226-803-002-220-455-520+,226 803 002 220 455 520,true,2,803,226,220,455,520,2,false,multi_token_continuation,other_after_002
2679.1,M-152,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,IT,+740-772-002-861+,740 772 002 861,true,2,772,740,861,<END>,<END>,0,true,terminal,other_after_002
2681.1,M-154,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RBF,Good,Y,R/L,2L,+520-220-621-415-002-257-898+,520 220 621 415 002 257 898,true,4,415,621,257,898,<END>,1,false,one_token_continuation,other_after_002
2686.1,M-160,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LC,+151-243-031-002-820-741+,151 243 031 002 820 741,true,3,031,243,820,741,<END>,1,false,one_token_continuation,other_after_002
2690.1,M-164,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:X,SAN,Fair,Y,R/L,IT,+740-142-061-002-817+,740 142 061 002 817,true,3,061,142,817,<END>,<END>,0,true,terminal,other_after_002
2691.1,M-166,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,SAN,Poor,Y,R/L,SP,+390-844-240-806-002-861+,390 844 240 806 002 861,true,4,806,240,861,<END>,<END>,0,true,terminal,other_after_002
2699.1,M-174,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:T,SAN,Poor,Y,R/L,SP,+740-923-220-032-002-820+,740 923 220 032 002 820,true,4,032,220,820,<END>,<END>,0,true,terminal,after_032
2700.1,M-175,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,?,R/L,UC,]002-861+,002 861,false,0,<START>,<START>,861,<END>,<END>,0,true,terminal,other_after_002
2702.1,M-177,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IM,+390-003-002-803+,390 003 002 803,true,2,003,390,803,<END>,<END>,0,true,terminal,other_after_002
2707.1,M-181,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,IT,+520-175-002-295-502+,520 175 002 295 502,true,2,175,520,295,502,<END>,1,false,one_token_continuation,other_after_002
2723.1,M-198,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IT,+740-760-840-552-002-817+,740 760 840 552 002 817,true,4,552,840,817,<END>,<END>,0,true,terminal,other_after_002
2724.1,M-199,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,LP,+090-740-100-415-240-002-861+,090 740 100 415 240 002 861,true,5,240,415,861,<END>,<END>,0,true,terminal,other_after_002
2725.1,M-200,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,SP,+740-222-002-820+,740 222 002 820,true,2,222,740,820,<END>,<END>,0,true,terminal,other_after_002
2729.1,M-204,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,IT,+740-061-002-817+,740 061 002 817,true,2,061,740,817,<END>,<END>,0,true,terminal,other_after_002
2735.1,M-211,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,RAF,Fair,Y,R/L,LP,+090-740-100-220-002-031-165+,090 740 100 220 002 031 165,true,4,220,100,031,165,<END>,1,false,one_token_continuation,other_after_002
2737.1,M-213,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Fair,Y,R/L,IT,+740-384-002-390-346+,740 384 002 390 346,true,2,384,740,390,346,<END>,1,false,one_token_continuation,other_after_002
2745.1,M-221,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:I,SAN,Poor,Y,R/L,LP,+740-760-335-220-032-002-820+,740 760 335 220 032 002 820,true,5,032,220,820,<END>,<END>,0,true,terminal,after_032
2749.1,M-225,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+241-002-880+,241 002 880,true,1,241,<START>,880,<END>,<END>,0,true,terminal,other_after_002
2756.1,M-232,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull2,SAF,Good,Y,R/L,IM,+236-002-390-707+,236 002 390 707,true,1,236,<START>,390,707,<END>,1,false,one_token_continuation,other_after_002
2762.1,M-239,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,SP,+740-760-921-235-002-112+,740 760 921 235 002 112,true,4,235,921,112,<END>,<END>,0,true,terminal,other_after_002
2763.1,M-240,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,LP,+520-240-220-032-002-861-603+,520 240 220 032 002 861 603,true,4,032,220,861,603,<END>,1,false,one_token_continuation,after_032
2765.1,M-242,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,IT,+740-721-002-301-350+,740 721 002 301 350,true,2,721,740,301,350,<END>,1,false,one_token_continuation,other_after_002
2768.1,M-245,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,LP,+740-760-070-921-460-503-002-817+,740 760 070 921 460 503 002 817,true,6,503,460,817,<END>,<END>,0,true,terminal,other_after_002
2769.1,M-246,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Fair,Y,R/L,SP,+740-503-235-233-002-817+,740 503 235 233 002 817,true,4,233,235,817,<END>,<END>,0,true,terminal,other_after_002
2771.1,M-248,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,MS,+740-100-415-002-705-590+,740 100 415 002 705 590,true,3,415,100,705,590,<END>,1,false,one_token_continuation,other_after_002
2774.1,M-251,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Fair,Y,R/L,IM,+390-003-002-125-350+,390 003 002 125 350,true,2,003,390,125,350,<END>,1,false,one_token_continuation,other_after_002
2776.1,M-253,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,IT,+527-550-803-002-368-518+,527 550 803 002 368 518,true,3,803,550,368,518,<END>,1,false,one_token_continuation,other_after_002
2781.1,M-258,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Fine,Y,R/L,2L,+384-575/892-706-717-002-861+,384 575 892 706 717 002 861,false,5,717,706,861,<END>,<END>,0,true,terminal,other_after_002
2782.1,M-259,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Good,Y,R/L,SP,+520-231-002-817+,520 231 002 817,true,2,231,520,817,<END>,<END>,0,true,terminal,other_after_002
2783.1,M-260,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Zebu,None,Good,Y,R/L,SP,+090-740-220-014-002-820+,090 740 220 014 002 820,true,4,014,220,820,<END>,<END>,0,true,terminal,other_after_002
2790.1,M-267,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Buff,Trough,Fair,Y,R/L,IT,+740-630-155-002-679+,740 630 155 002 679,true,3,155,630,679,<END>,<END>,0,true,terminal,other_after_002
2793.1,M-272,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Goat:6,None,Fine,Y,R/L,SS,+002-818+,002 818,true,0,<START>,<START>,818,<END>,<END>,0,true,terminal,other_after_002
2799.1,M-278,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Good,Y,R/L,IT,+621-390-004-002-817+,621 390 004 002 817,true,3,004,390,817,<END>,<END>,0,true,terminal,other_after_002
2800.1,M-279,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Poor,N,R/L,??,+520-220-415-002-700-000+,520 220 415 002 700 000,false,3,415,220,700,000,<END>,1,false,one_token_continuation,other_after_002
2801.1,M-280,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Fair,Y,R/L,LP,+740-482-240-002-944-920-140+,740 482 240 002 944 920 140,true,3,240,482,944,920,140,2,false,multi_token_continuation,other_after_002
2806.1,M-285,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Fine,Y,R/L,SP,+504-350-240-002-861+,504 350 240 002 861,true,3,240,350,861,<END>,<END>,0,true,terminal,other_after_002
2809.1,M-289,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Tigr,Trough,Fine,Y,R/L,SP,+740-176-240-002-817+,740 176 240 002 817,true,3,240,176,817,<END>,<END>,0,true,terminal,other_after_002
2815.1,M-295,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Comp,None,Poor,?,R/L,UC,+621/090-740/002-861+,621 090 740 002 861,false,3,740,090,861,<END>,<END>,0,true,terminal,other_after_002
2824.1,M-305,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Anth,None,Poor,N,-,??,]000-220-241-002-000[,000 220 241 002 000,false,3,241,220,000,<END>,<END>,0,true,terminal,other_after_002
2827.1,M-308,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,T-M-T,None,Good,Y,R/L,SP,+520-220-002-727-317+,520 220 002 727 317,true,2,220,520,727,317,<END>,1,false,one_token_continuation,other_after_002
2828.1,M-309,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,T-A-T,None,Good,Y,R/L,IT,+224-740-061-002-824+,224 740 061 002 824,true,3,061,740,824,<END>,<END>,0,true,terminal,other_after_002
2830.1,M-311,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Comp,None,Good,Y,R/L,SC,+401-002-368-165+,401 002 368 165,true,1,401,<START>,368,165,<END>,1,false,one_token_continuation,other_after_002
2832.1,M-314,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,None,None,Good,Y,R/L,3L,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+,953 817 390 125 308 809 033 740 760 706 466 520 231 240 235 002 820,false,15,235,240,820,<END>,<END>,0,true,terminal,other_after_002
2833.1,M-315,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,None,None,Good,Y,R/L,LC,+390-034-002-374-228-741+,390 034 002 374 228 741,true,2,034,390,374,228,741,2,false,multi_token_continuation,other_after_002
2834.1,M-316,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,None,None,Poor,Y,L/R,SC,+367-390-710-002-861+,367 390 710 002 861,true,3,710,390,861,<END>,<END>,0,true,terminal,other_after_002
2836.2,M-318,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Good,Y,R/L,IM,+390-003-002-031-575+,390 003 002 031 575,true,2,003,390,031,575,<END>,1,false,one_token_continuation,other_after_002
2843.1,M-325,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,SAN,Good,Y,R/L,IM,+241-803-002-850-493+,241 803 002 850 493,true,2,803,241,850,493,<END>,1,false,one_token_continuation,other_after_002
2843.2,M-325,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,SAN,Good,Y,R/L,IM,+241-803-002-850-491+,241 803 002 850 491,true,2,803,241,850,491,<END>,1,false,one_token_continuation,other_after_002
2845.1,M-327,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAN,Good,Y,R/L,IT,+740-519-002-861+,740 519 002 861,true,2,519,740,861,<END>,<END>,0,true,terminal,other_after_002
2847.1,M-329,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,None,None,Fair,Y,R/L,SS,+002-861-698+,002 861 698,true,0,<START>,<START>,861,698,<END>,1,false,one_token_continuation,other_after_002
2848.1,M-330,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,None,None,Fair,Y,R/L,SS,+002-861-698+,002 861 698,true,0,<START>,<START>,861,698,<END>,1,false,one_token_continuation,other_after_002
2850.1,M-354,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Fine,Y,R/L,LP,+740-729-407-845-236-002-906-125+,740 729 407 845 236 002 906 125,true,5,236,845,906,125,<END>,1,false,one_token_continuation,other_after_002
2851.1,M-355,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,LP,+740-877-032-033-705-231-235-002-861-360-520-919-140+,740 877 032 033 705 231 235 002 861 360 520 919 140,true,7,235,231,861,360,520,4,false,multi_token_continuation,other_after_002
2854.1,M-358,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,LP,+003-001-520-240-806-002-502-031+,003 001 520 240 806 002 502 031,true,5,806,240,502,031,<END>,1,false,one_token_continuation,other_after_002
2855.1,M-359,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Fair,Y,R/L,LP,+740-405-590-220-235-803-002-388-385-705-632+,740 405 590 220 235 803 002 388 385 705 632,true,6,803,235,388,385,705,3,false,multi_token_continuation,other_after_002
2858.1,M-362,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Fine,Y,R/L,IT,+740-007-503-002-817+,740 007 503 002 817,true,3,503,007,817,<END>,<END>,0,true,terminal,other_after_002
2860.1,M-364,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,IT,+740-354-002-817+,740 354 002 817,true,2,354,740,817,<END>,<END>,0,true,terminal,other_after_002
2863.1,M-367,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Poor,N,R/L,??,+001-226-032-002-454+,001 226 032 002 454,false,3,032,226,454,<END>,<END>,0,true,terminal,after_032
2871.1,M-375,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,LP,+740-100-233-220-032-002-820+,740 100 233 220 032 002 820,true,5,032,220,820,<END>,<END>,0,true,terminal,after_032
2872.1,M-376,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Fair,Y,R/L,IT,+740-100-176-002-861-533-717+,740 100 176 002 861 533 717,true,3,176,100,861,533,717,2,false,multi_token_continuation,other_after_002
2877.1,M-381,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,LP,+740-055-220-032-798-002-820+,740 055 220 032 798 002 820,true,5,798,032,820,<END>,<END>,0,true,terminal,other_after_002
2880.1,M-384,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,SP,+740-900-003-803-002-820+,740 900 003 803 002 820,true,4,803,003,820,<END>,<END>,0,true,terminal,other_after_002
2881.1,M-385,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,IM,+407-004-002-820+,407 004 002 820,true,2,004,407,820,<END>,<END>,0,true,terminal,other_after_002
2887.1,M-391,Mohenjo-daro,Lower Indus,SEAL:R,-,cuboid-convex,None,None,Good,Y,R/L,LP,+405-845-686-740-793-003-233-805-002-861-533-717+,405 845 686 740 793 003 233 805 002 861 533 717,true,8,805,233,861,533,717,2,false,multi_token_continuation,other_after_002
2889.1,M-393,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Good,Y,R/L,LP,+679-740-575-017-240-806-002-540+,679 740 575 017 240 806 002 540,true,6,806,240,540,<END>,<END>,0,true,terminal,other_after_002
2904.1,M-408,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid,None,None,Good,Y,R/L,IM,+407-061-002-817+,407 061 002 817,true,2,061,407,817,<END>,<END>,0,true,terminal,other_after_002
2909.1,M-413,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,prism,None,None,Good,?,R/L,UC,]415-798-002-354-004+,415 798 002 354 004,false,2,798,415,354,004,<END>,1,false,one_token_continuation,other_after_002
2929.1,M-437,Mohenjo-daro,Lower Indus,TAG:P,Clay,square,Zebu,None,Fair,Y,R/L,IT,+740-390-590-002-820+,740 390 590 002 820,true,3,590,390,820,<END>,<END>,0,true,terminal,other_after_002
2936.1,M-451,Mohenjo-daro,Lower Indus,TAB:B,-,rectangular,Mult,-,Poor,N,R/L,??,+000-002-520-000-000-000-906-388+,000 002 520 000 000 000 906 388,false,1,000,<START>,520,000,000,5,false,multi_token_continuation,other_after_002
2938.1,M-453,Mohenjo-daro,Lower Indus,TAB:B,Faience,rectangular,Scene,None,Fair,Y,R/L,SP,+740-032-840-220-002-861+,740 032 840 220 002 861,true,4,220,840,861,<END>,<END>,0,true,terminal,other_after_002
2939.1,M-454,Mohenjo-daro,Lower Indus,TAB:B,-,rectangular,Scene,-,Poor,N,R/L,??,+740-032-840-240-002-000+,740 032 840 240 002 000,false,4,240,840,000,<END>,<END>,0,true,terminal,other_after_002
2956.1,M-471,Mohenjo-daro,Lower Indus,TAB:B,-,rectangular,None,None,Fair,Y,R/L,SP,+740-100-415-191-002-817+,740 100 415 191 002 817,true,4,191,415,817,<END>,<END>,0,true,terminal,other_after_002
2972.1,M-490,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,Scene,Mult,Poor,Y,R/L,LC,+850-140-803-002-840-016+,850 140 803 002 840 016,true,3,803,140,840,016,<END>,1,false,one_token_continuation,other_after_002
2973.1,M-491,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,Scene,Mult,Poor,Y,R/L,LC,+850-140-803-002-840-016+,850 140 803 002 840 016,true,3,803,140,840,016,<END>,1,false,one_token_continuation,other_after_002
2985.2,M-509,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,None,None,Poor,Y,R/L,IT,+405-240-740-176-002-326+,405 240 740 176 002 326,true,4,176,740,326,<END>,<END>,0,true,terminal,other_after_002
2986.2,M-510,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,None,None,Poor,Y,R/L,IT,+405-240-740-176-002-326+,405 240 740 176 002 326,true,4,176,740,326,<END>,<END>,0,true,terminal,other_after_002
3047.1,M-577,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Othr,None,Poor,Y,R/L,2L,+617-142-597-032-905/407-004-002-365-460-495+,617 142 597 032 905 407 004 002 365 460 495,false,7,004,407,365,460,495,2,false,multi_token_continuation,other_after_002
3074.1,M-623,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:W,S,Poor,Y,R/L,LP,+740-760-175-176-220-415-798-002-299-530-820+,740 760 175 176 220 415 798 002 299 530 820,true,7,798,415,299,530,820,2,false,multi_token_continuation,other_after_002
3079.1,M-628,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,LP,+740-560-233-002-291-690-564+,740 560 233 002 291 690 564,true,3,233,560,291,690,564,2,false,multi_token_continuation,other_after_002
3080.1,M-629,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:W,SAN,Fine,Y,R/L,LP,+679-740-176-240-798-002-861+,679 740 176 240 798 002 861,true,5,798,240,861,<END>,<END>,0,true,terminal,other_after_002
3085.1,M-636,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,N,R/L,??,+527-555-235-220-032-002-000-216+,527 555 235 220 032 002 000 216,false,5,032,220,000,216,<END>,1,false,one_token_continuation,after_032
3088.1,M-639,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1,-,Poor,Y,R/L,IM,+226-415-002-190-751+,226 415 002 190 751,true,2,415,226,190,751,<END>,1,false,one_token_continuation,other_after_002
3089.1,M-644,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,LP,+740-585-017-740-240-002-817-090-370+,740 585 017 740 240 002 817 090 370,true,5,240,740,817,090,370,2,false,multi_token_continuation,other_after_002
3090.1,M-646,Mohenjo-daro,Lower Indus,SEAL:S,Paste,square,Bull1,RAN,Poor,N,R/L,??,+740-760-440-000-002-817+,740 760 440 000 002 817,false,4,000,440,817,<END>,<END>,0,true,terminal,other_after_002
3094.1,M-650,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Fair,Y,R/L,SP,+520-220-415-519-002-817+,520 220 415 519 002 817,true,4,519,415,817,<END>,<END>,0,true,terminal,other_after_002
3095.1,M-651,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Fair,Y,R/L,SP,+740-717-220-240-002-820+,740 717 220 240 002 820,true,4,240,220,820,<END>,<END>,0,true,terminal,other_after_002
3096.1,M-653,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Poor,Y,R/L,SP,+679-740-235-002-861+,679 740 235 002 861,true,3,235,740,861,<END>,<END>,0,true,terminal,other_after_002
3097.1,M-655,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,S,Fair,Y,R/L,LP,+740-717-233-002-220-880-689+,740 717 233 002 220 880 689,true,3,233,717,220,880,689,2,false,multi_token_continuation,other_after_002
3099.1,M-658,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,N,R/L,??,]000-003-070-002-002-817+,000 003 070 002 002 817,false,3,070,003,002,817,<END>,1,false,one_token_continuation,other_after_002
3099.1,M-658,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,N,R/L,??,]000-003-070-002-002-817+,000 003 070 002 002 817,false,4,002,070,817,<END>,<END>,0,true,terminal,other_after_002
3104.1,M-665,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,R,Poor,Y,R/L,2L,+871-740-643/740-798-463-350-002-374-575+,871 740 643 740 798 463 350 002 374 575,false,7,350,463,374,575,<END>,1,false,one_token_continuation,other_after_002
3115.1,M-677,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:L,SAN,Fair,Y,R/L,LP,+740-923-070-032-033-706-231-242-002-861-901+,740 923 070 032 033 706 231 242 002 861 901,true,8,242,231,861,901,<END>,1,false,one_token_continuation,other_after_002
3116.1,M-678,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,LP,+740-752-006-503-236-806-002-031-502+,740 752 006 503 236 806 002 031 502,true,6,806,236,031,502,<END>,1,false,one_token_continuation,other_after_002
3119.1,M-683,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,LP,+740-798-231-002-298-460-032+,740 798 231 002 298 460 032,true,3,231,798,298,460,032,2,false,continues_with_later_032,other_after_002
3123.1,M-692,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,N,R/L,??,+000-004-002-817-000[,000 004 002 817 000,false,2,004,000,817,000,<END>,1,false,one_token_continuation,other_after_002
3126.1,M-699,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,MS,+740-100-415-002-130-035-171+,740 100 415 002 130 035 171,true,3,415,100,130,035,171,2,false,multi_token_continuation,other_after_002
3128.1,M-701,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,N,R/L,??,]000-002-824+,000 002 824,false,1,000,<START>,824,<END>,<END>,0,true,terminal,other_after_002
3130.1,M-703,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Fair,N,R/L,??,+000-000-233-235-002-817+,000 000 233 235 002 817,false,4,235,233,817,<END>,<END>,0,true,terminal,other_after_002
3133.1,M-706,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,Y,R/L,SP,+740-773-240-002-861-031+,740 773 240 002 861 031,true,3,240,773,861,031,<END>,1,false,one_token_continuation,other_after_002
3134.1,M-708,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,S,Fair,Y,R/L,IT,+740-061-002-390-140+,740 061 002 390 140,true,2,061,740,390,140,<END>,1,false,one_token_continuation,other_after_002
3137.1,M-712,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Poor,Y,R/L,IM,+390-003-002-861+,390 003 002 861,true,2,003,390,861,<END>,<END>,0,true,terminal,other_after_002
3138.1,M-713,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,S,Fair,Y,R/L,IM,+226-803-717-002-764+,226 803 717 002 764,true,3,717,803,764,<END>,<END>,0,true,terminal,other_after_002
3139.1,M-714,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,-,Fair,Y,R/L,LP,+740-585-017-033-705-233-798-803-002-861-603+,740 585 017 033 705 233 798 803 002 861 603,true,8,803,798,861,603,<END>,1,false,one_token_continuation,other_after_002
3142.1,M-717,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,IT,+740-142-061-002-861+,740 142 061 002 861,true,3,061,142,861,<END>,<END>,0,true,terminal,other_after_002
3144.1,M-720,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,N,R/L,??,+000-740-923-220-032-002-817+,000 740 923 220 032 002 817,false,5,032,220,817,<END>,<END>,0,true,terminal,after_032
3145.1,M-721,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,N,R/L,??,]000-233-002-111-700+,000 233 002 111 700,false,2,233,000,111,700,<END>,1,false,one_token_continuation,other_after_002
3146.1,M-722,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,LP,+740-585-240-220-032-002-817+,740 585 240 220 032 002 817,true,5,032,220,817,<END>,<END>,0,true,terminal,after_032
3147.1,M-723,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Fair,Y,R/L,LP,+740-460-510-235-220-032-002-861+,740 460 510 235 220 032 002 861,true,6,032,220,861,<END>,<END>,0,true,terminal,after_032
3148.1,M-724,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:J,SAN,Good,Y,R/L,IM,+390-721-790-002-861+,390 721 790 002 861,true,3,790,721,861,<END>,<END>,0,true,terminal,other_after_002
3150.1,M-726,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:T,SAN,Fair,Y,R/L,LP,+031-850-140-236-220-032-803-002-820+,031 850 140 236 220 032 803 002 820,true,7,803,032,820,<END>,<END>,0,true,terminal,other_after_002
3151.1,M-727,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Good,Y,R/L,IT,+740-100-415-002-820+,740 100 415 002 820,true,3,415,100,820,<END>,<END>,0,true,terminal,other_after_002
3152.1,M-728,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:V,HBN,Good,Y,R/L,IT,+740-575-017-002-820+,740 575 017 002 820,true,3,017,575,820,<END>,<END>,0,true,terminal,other_after_002
