edge,text_families,terminal_families,terminal_share,sites,types,examples
740-055,9,1,0.1111111111111111,2,2,+740-055-806+ | +527-555-740-055-240-415-798-060-201+ | +932-740-055+ | +740-055-240-235-806-002-220-455-503+ | +740-055-220-032-798-002-820+ | +740-055-033-706-235+ | +740-055-232-233+ | +740-055-240-220-032-806+
740-142,9,1,0.1111111111111111,3,3,+740-142+ | +740-142-062-002-817+ | +033-033/740-142-061-140-002-546+ | +740-142-480+ | +740-142-061-002-817+ | +740-142-061-002-861+ | +740-142-061-031-741-125-575+ | +740-142-066+
740-773,9,1,0.1111111111111111,2,3,+740-773-231-806-002-861+ | +740-773-233-803-002-320-705-125+ | +740-773-240-235-060-692+ | +740-773-220-032+ | +740-773-240-002-861-031+ | +740-773-060-820+ | +740-773-156-002-820+ | +740-773-240/002-900-003-590+
001-368,9,0,0,3,2,+001-368-767+ | +740-798-235-001-368-831-165+ | +001-368-861-255-371+ | +740-765-240-001-368-920+ | +740-222-233-235/617-142-001-368-861+ | +617-142-001-368-861+ | +520-235-803-001-368-861+ | +286-645-001-368-817+
002-220,9,0,0,3,2,+390-017-002-220-455-741+ | +740-585-017-033-706-803-002-220-455-920+ | +520-231-002-220-065-132-082+ | +740-055-240-235-806-002-220-455-503+ | +740-798-240-235-002-220-065-215+ | +740-336-002-220-065-440-455+ | +226-803-002-220-455-520+ | +740-717-233-002-220-880-689+
016-002,9,0,0,5,2,+740-016-002-920-317+ | +390-016-002-861+ | +151-220-016-002-820+ | +390-016-002-814-560+ | +090-740-220-016-002-297-190-920-140+ | +390-016-002-824+ | +016-002-595-342-632+ | +090-740-220-016-002-820+
235-060,9,0,0,2,2,+740-031-504-235-060-920+ | +740-923-240-235-060-820+ | +740-455-240-235-060-820+ | +226-240-235-060-692+ | +520-033-705-233-235-060-820+ | +740-773-240-235-060-692+ | +740-877-032-235-060-550-611-840+ | +204-630-233-832-904-794-630-235-060-550+
740-460,9,0,0,1,2,+740-460-510+ | +740-460-510-220-065-393+ | +740-460-503-002-817+ | +740-460-510-250-853+ | +740-460-510-235-220-032-002-861+ | +740-460-741-060-920+ | +740-460-503-031-002-900-615+ | +740-460-503+
920-140,8,6,0.75,2,2,+090-326-700-920-125-001-055-920-140+ | +920-706-193-384-032-920-140-902+ | +090-740-220-016-002-297-190-920-140+ | +740-482-240-002-944-920-140+ | +400-595-420-125-032-820-920-140+ | +590-705-575-920-140+ | +090-740-920-140-060-692+ | +400-456-503-337-484-920-140+
235-806,8,5,0.625,2,5,+405-061-527-555-233-235-806-002-817+ | +400-740-405-590-235-806+ | +407-585-033-705-233-235-806+ | +405-061-070-032-033-706-235-806-002-267-455+ | +740-055-240-235-806-002-220-455-503+ | +740-752-017-503-240-235-806+ | +740-923-240-235-806+ | +520-235-806+
033-033,8,4,0.5,5,4,+033-033/740-142-061-140-002-546+ | +520-033-033+ | +740-760-033-033-240-002-824+ | +033-033+ | +866-151-033-033+ | +033-033-368-390-590+ | +034-033-033+ | +520-033-033-741-572-368+
840-013,8,4,0.5,5,6,+072-170-740-840-013+ | +740-840-013-745-031-370+ | +740-840-013+ | +740-760-840-013+ | +400-740-840-013+ | +400-740-840-013-240+ | +740-840-013-031-002-817+ | +740-100-176-840-013-002-817+
590-235,8,3,0.375,2,4,+400-740-405-590-235-806+ | +740-405-590-235-002-031-480-625+ | +740-390-590-235-368-806+ | +740-390-590-235+ | +740-390-590-235-002-374-309-350+ | +740-405-590-235+ | +407-004-001-740-407-590-235+ | +740-390-590-235-002-861+
636-240,8,3,0.375,3,3,+740-636-240/002-817+ | +740-690-636-240+ | +400-740-636-240+ | +400-740-636-240-031-032-171+ | +740-636-240-060-692+ | +740-636-240+ | +740-636-240-066-556+ | +740-636-240-233-235-002-405-125-820+
740-235,8,3,0.375,4,5,+740-235+ | +151-740-235+ | +409-061-740-235-220-031-002-861-244-165+ | +090-740-235-240+ | +565-740-235+ | +679-740-235-002-861+ | +090-740-235-741-572-368+ | +740-235-220+
877-032,8,3,0.375,4,4,+154-806-468-001-740-877-032+ | +154-806-469-001-740-877-032+ | +740-877-032+ | +877-032-480+ | +740-877-032-235-060-550-611-840+ | +740-877-032-233+ | +740-877-032-033-705-231-235-002-861-360-520-919-140+ | +740-877-032-235+
032-031,8,2,0.25,3,2,+842-032-031-592-031-060-920+ | +032-031/151-740-240-235+ | +032-031/740-222-235-002-861+ | +032-031/850-032-530-740-741-456+ | +032-031/740-791-713+ | +151-690/032-031+ | +741-032/031-046+ | +032-031+
220-235,8,2,0.25,3,5,+740-176-220-235+ | +842-871-192-368/740-482-060-692-520-220-235-001-920+ | +090-740-220-235-853+ | +842-535-099-004/740-482-060-692-520-220-235-001-920+ | +740-405-590-220-235-803-002-388-385-705-632+ | +740-222-220-235+ | +241-220-235-803+ | +740-390-590-125-220-235-002-285+
390-125,8,2,0.25,3,1,+368-390-125-033+ | +740-690-435-255-220-032-240-235-002-390-125-632-032+ | +151-337-484-002-390-125-632-032-900-563+ | +953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+ | +740-176-741-390-125+ | +740-760-235-002-390-125-195+ | +740-900-005-741-390-125+ | +390-004-002-390-125-820+
400-090,8,2,0.25,2,3,+400-090-740-220-003+ | +400-090+ | +400-090-740-400-090+ | +400-090-740-400-090+ | +400-090-740-100-390-231+ | +400-090-740-100-415+ | +400-090-740-035-171-061+ | +400-090-740-032-840+
920-320,8,2,0.25,2,4,+400-740-575-017-920-320-798-002-861+ | +400-740-920-320-233-240-798+ | +740-920-320-233-806-002-405-321+ | +740-920-320-235+ | +740-920-320-233-001-821+ | +520-920-320-220-415+ | +740-920-320+ | +406-371-220-415-803-742-920-320+
032-741,8,1,0.125,3,2,+700-840-032-741+ | +161-233-220-032-741-831+ | +865-685/226-032-741-390+ | +740-923-406-061-070-032-741-861+ | +090-740-100-220-032-741-361+ | +740-440-220-032-741-390-590-032+ | +740-927-032-741-208+ | +740-390-590-032-741-527+
231-240,8,1,0.125,3,3,+740-904-231-240-798-060-692+ | +740-388-231-240-798-001-820+ | +740-390-590-231-240-235-745-060-920+ | +400-520-231-240+ | +953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+ | +621-520-231-240-002-456+ | +527-555-231-240-798+ | +740-585-231-240-060-820+
740-615,8,1,0.125,2,3,+740-615-703+ | +740-615-495-002-825+ | +740-615-495-002-817+ | +740-615-495-240-002-861+ | +740-615-503+ | +740-615-495+ | +090-740-615+ | +740-615-104-002-817+
017-002,8,0,0,3,1,+740-585-017-002-611-615-703+ | +390-017-002-220-455-741+ | +740-585-017-002-817+ | +740-575-017-002-820+ | +740-032-840-585-017-002-817+ | +679-740-575-017-002-817+ | +740-585-017-002-820+ | +463-513/390-017-002-463-575+
151-740,8,0,0,3,2,+032-031/151-740-240-235+ | +151-740-100-240+ | +151-740-221+ | +151-740-222+ | +151-740-235+ | +151-740-231+ | +390-697-151-740-176-798-838+ | +151-740-760-220/892-590-850-032+
158-806,8,0,0,2,2,+400-158-806-475+ | +740-158-806-467+ | +158-806-468-740-752-231-235+ | +400-158-806-470+ | +158-806-465+ | +400-158-806-472+ | +400-158-806-473+ | +400-158-806-467+
220-240,8,0,0,3,3,+520-220-240-798-060-692+ | +740-690-435-255-803-220-240-235-002-817+ | +520-220-240-002-820+ | +520-233-220-240-002-617+ | +520-220-240-741-440+ | +520-220-240-803-002-820+ | +740-717-220-240-002-820+ | +520-220-240-235+
220-455,8,0,0,5,3,+390-017-002-220-455-741+ | +740-585-017-033-706-803-002-220-455-920+ | +740-100-176-838-001-220-455-530-741+ | +220-455-125-031+ | +740-055-240-235-806-002-220-455-503+ | +226-803-002-220-455-520+ | +154-806-472-013-220-455-806+ | +220-455-031-091+
235-741,8,0,0,3,1,+740-017-495-235-741-066+ | +740-100-240-235-741-175-132+ | +151-240-235-741-892+ | +740-798-460-350-235-741-390-140+ | +520-233-240-235-741-360+ | +740-904-235-741-060-920+ | +527-555-055-233-235-741-831-518+ | +090-740-235-741-572-368+
400-520,8,0,0,2,3,+400-520-220-016+ | +400-520-233+ | +400-520-400-352+ | +400-520-400-353+ | +400-520-231-240+ | +400-520-233-803+ | +400-520-897+ | +400-520-033-705-233+
407-845,8,0,0,2,3,+154-806-471-407-845-740-233-231-798+ | +407-845-140-740-233-240-798-365-263+ | +407-845-233-806+ | +407-845-140-740-101-923-240-002-861+ | +740-729-407-845-236-002-906-125+ | +407-845-220-415+ | +407-321-407-845-033-705-235+ | +740-900-850-407-845-806+
590-002,8,0,0,3,2,+740-390-590-002-861+ | +740-390-590-002-817+ | +740-390-590-002-820+ | +161-390-590-002-861+ | +621-740-390-590-002-817+ | +861-260-832-390-590-002-817-690-544+ | +151-390-590-002-374-840+ | +820-390-590-002-861+
740-400,8,0,0,4,3,+740-400-920-031+ | +400-090-740-400-090+ | +740-400-142-061-033+ | +740-400-142-061+ | +740-400-142-061-002-798-435-255-705+ | +740-400-142-880+ | +090-740-400-350-031-545+ | +740-400-061-299-350-125-176+
740-772,8,0,0,2,2,+740-772-240-060-415-056+ | +740-772-240+ | +740-772-033-705-233-803-002-861+ | +740-772-002-861+ | +740-772-240-803+ | +740-772-002-817+ | +740-772-240-002-900-003-590+ | +740-772-235+
740-840,8,0,0,6,6,+072-170-740-840-013+ | +740-840-013-745-031-370+ | +740-840-013+ | +400-740-840-013+ | +740-840-416-240-741-500-091+ | +400-740-840-013-240+ | +740-840-013-031-002-817+ | +740-840-416+
806-467,7,4,0.5714285714285714,2,3,+400-154-806-467+ | +740-158-806-467+ | +154-806-467-031+ | +154-806-467-013-817+ | +155-806-467-001-692+ | +617-142-384-032-154-806-467+ | +400-158-806-467+
100-240,7,3,0.42857142857142855,3,4,+151-740-100-240+ | +400-740-100-240+ | +740-100-240-235-741-175-132+ | +740-100-240+ | +740-100-240-741-702-900-003+ | +740-100-240-031+ | +688/740-100-240-233-002-861+
235-803,7,3,0.42857142857142855,2,3,+520-235-803-002-817+ | +740-904-032-220-415-235-803-002-504-717+ | +740-405-590-220-235-803-002-388-385-705-632+ | +520-235-803-001-368-861+ | +740-176-033-705-240-235-803+ | +520-070-033-705-233-235-803+ | +241-220-235-803+
705-235,7,3,0.42857142857142855,3,4,+740-904-033-705-235+ | +520-033-705-235-832-002-817+ | +740-176-033-705-235+ | +740-900-003-806-033-705-235-055+ | +407-321-407-845-033-705-235+ | +520-033-705-235-233-002-817+ | +520-033-705-235-240-741-903-903+
070-255,7,2,0.2857142857142857,4,3,+520-070-255-832+ | +740-752-070-255-832+ | +520-070-255-832-002-817+ | +740-760-070-255-832-240-002-595-504-803+ | +740-645-003-741-070-255+ | +032-840-221-150-741-070-255+ | +520-070-255-832-220-003-853+
140-002,7,2,0.2857142857142857,3,2,+033-033/740-142-061-140-002-546+ | +036-269-140-002-741-060-920+ | +136-140-002-861+ | +226-140-002+ | +740-140-002-741-060-920+ | +060-692/740-269-140-002+ | +484-140-002-220-627-615-906-388+
255-705,7,2,0.2857142857142857,2,2,+090-740-255-705-060-550+ | +740-400-142-061-002-798-435-255-705+ | +740-255-705-140-003-002-861+ | +090-740-255-705-002-861+ | +740-255-705+ | +740-255-705-002-861+ | +740-255-705-741-412+
390-844,7,2,0.2857142857142857,2,1,+390-844-060-575-717+ | +621-390-844-002-820+ | +390-844+ | +400-390-844+ | +390-844-741-031-371+ | +390-844-140-176-803-002-301-190+ | +390-844-240-806-002-861+
407-590,7,2,0.2857142857142857,5,4,+740-100-407-590+ | +740-407-590-690-436-255-920-318-220-415-803+ | +407-590-740-072+ | +740-407-590+ | +740-407-590-904-220-032-803-060-920+ | +740-407-590-031-752-033-705-220-415-798-002-861+ | +407-004-001-740-407-590-235+
415-240,7,2,0.2857142857142857,3,2,+520-220-415-240-803+ | +090-740-100-415-240-002-817+ | +520-220-415-240+ | +740-100-415-240-002-817+ | +090-740-100-415-240-002-861+ | +740-100-415-240+ | +090-740-100-415-240-820-033+
740-440,7,2,0.2857142857142857,2,2,+712-840-400-740-440+ | +400-740-440+ | +740-440-240-001-820+ | +740-440-741-060-920+ | +740-440-231-060-692+ | +740-440-220-032-741-390-590-032+ | +740-440-233-002-413-368-031+
740-927,7,2,0.2857142857142857,1,2,+740-927-033-817+ | +740-927-032-741-208+ | +740-927-240-031+ | +740-927-741-060-920+ | +740-927+ | +740-927-231-060-692+ | +095-031-740-927+
892-590,7,2,0.2857142857142857,2,2,+400-297-352-892-590-740-176+ | +298-350-892-590+ | +892-590+ | +740-892-590-893-001-615+ | +892-590-894-140-545+ | +151-740-760-220/892-590-850-032+ | +892-590-794-732-033-853+
900-005,7,2,0.2857142857142857,2,3,+740-900-005-002-820+ | +740-900-005+ | +740-900-005-033+ | +090-740-900-005+ | +740-900-005-741-390-125+ | +740-900-005-877+ | +740-900-005-002-570+
005-002,7,1,0.14285714285714285,2,3,+740-900-005-002-820+ | +405-005-002+ | +390-005-002-817+ | +390-005-002-455-511+ | +390-005-002-861-036-460-513+ | +368-005-002-590-455+ | +740-900-005-002-570+
032-820,7,1,0.14285714285714285,3,4,+032-820-100-415+ | +032-820-140-005+ | +400-595-420-125-032-820-920-140+ | +921-100-415-904-017-032-820-740-904-741+ | +740-100-415-904-017-032-820-740-904-741+ | +032-820-877+ | +130-032-820+
142-061,7,1,0.14285714285714285,2,2,+033-033/740-142-061-140-002-546+ | +740-400-142-061-033+ | +740-400-142-061+ | +740-400-142-061-002-798-435-255-705+ | +740-142-061-002-817+ | +740-142-061-002-861+ | +740-142-061-031-741-125-575+
233-220,7,1,0.14285714285714285,3,4,+161-233-220-032-741-831+ | +740-717-233-220-032+ | +740-760-268-233-220+ | +740-032-840-233-220-032-060-825-002+ | +520-233-220-240-002-617+ | +740-100-233-220-032-002-820+ | +740-390-590-233-220-415-798-838-002-820+
240-806,7,1,0.14285714285714285,2,3,+520-033-705-233-240-806-002-820+ | +390-844-240-806-002-861+ | +740-100-806-472-240-806-001-820+ | +003-001-520-240-806-002-502-031+ | +679-740-575-017-240-806-002-540+ | +520-240-806+ | +416-001-520-240-806-002-502-031+
390-016,7,1,0.14285714285714285,4,2,+390-016-002-861+ | +390-016+ | +390-016-002-814-560+ | +390-016-060-550+ | +390-016-002-824+ | +401-390-016-853+ | +390-016-013-820+
405-004,7,1,0.14285714285714285,3,4,+405-004-745-905+ | +405-004-104+ | +405-004-013-817+ | +405-004-002-861+ | +405-004-001-139+ | +405-004+ | +405-004-002-933+
740-455,7,1,0.14285714285714285,2,3,+400-740-455+ | +740-455-240-235-060-820+ | +740-455-002-368-260+ | +740-032-840-740-455-861+ | +740-455-235-798-742-460-353+ | +740-455-240-235+ | +740-455-176-002-817+
003-001,7,0,0,3,3,+422-003-001-060-065-405-720+ | +427-003-001-165-309+ | +003-001-520-240-806-002-502-031+ | +137-003-001-740-920-322+ | +423-003-001-900-740-690-435-255+ | +424-003-001-900-740-690-435-255+ | +423-003-001-423-002-031-104+
003-060,7,0,0,5,3,+426-003-060-692+ | +390-003-060-550+ | +740-390-590-220-003-060-840-416+ | +423-003-060-407-140+ | +156-003-060-368-817+ | +390-003-060-920+ | +405-003-060-820+
032-060,7,0,0,3,3,+400-740-032-060-013+ | +740-032-840-233-220-032-060-825-002+ | +226-032-060-891+ | +298-350-761-032-060-572+ | +740-390-590-032-060-201+ | +740-904-032-060-550+ | +090-850-032-060-573+
220-065,7,0,0,2,1,+520-231-002-220-065-132-082+ | +740-460-510-220-065-393+ | +740-798-240-235-002-220-065-215+ | +413-820-220-065-798-550-820+ | +740-336-002-220-065-440-455+ | +220-065-864+ | +740-575-017-060-220-065-374+
590-220,7,0,0,4,3,+740-405-590-220-003-002-861+ | +740-390-590-220-003-060-840-416+ | +740-390-590-220-003+ | +740-405-590-220-235-803-002-388-385-705-632+ | +740-405-590-220-032-806+ | +740-405-590-220-003+ | +740-390-590-220-463-240-001-820-060+
590-741,7,0,0,3,2,+740-406-590-741-406-125+ | +151-390-590-741-330-368+ | +740-406-590-741-060-920+ | +151-390-590-741-060-920+ | +740-390-590-741-390-790+ | +740-390-590-741-081-220+ | +740-390-590-741-821+
705-002,7,0,0,2,2,+520-033-705-002-172-032+ | +215-031-480-140-632-705-002-093-033+ | +090-740-255-705-002-861+ | +740-255-705-002-861+ | +740-760-705-002-577+ | +740-482-033-705-002-861-803+ | +041-705-002-905+
705-231,7,0,0,2,3,+409-032-845-033-705-231-806-002-595-812-125-717+ | +298-465-033-705-231-002-564-617-033+ | +520-033-705-231-002-820-700+ | +740-877-032-033-705-231-235-002-861-360-520-919-140+ | +740-100-904-033-705-231-798+ | +520-033-705-231-220-002-817+ | +520-033-705-231-060-550+
740-636,7,0,0,3,3,+740-636-240/002-817+ | +400-740-636-240+ | +400-740-636-240-031-032-171+ | +740-636-240-060-692+ | +740-636-240+ | +740-636-240-066-556+ | +740-636-240-233-235-002-405-125-820+
740-877,7,0,0,3,3,+154-806-468-001-740-877-032+ | +154-806-469-001-740-877-032+ | +740-877-032+ | +740-877-032-235-060-550-611-840+ | +740-877-032-233+ | +740-877-032-033-705-231-235-002-861-360-520-919-140+ | +740-877-032-235+
742-060,7,0,0,2,2,+740-100-001-440-742-060-920+ | +368-003-742-060-920+ | +690-518/090-740-176-742-060-920+ | +740-690-435-255-240-220-415-806-742-060-920+ | +226-032-798-742-060-920+ | +740-760-705-742-060-920+ | +520-220-742-060-920+
002-824,6,6,1,4,2,+740-760-033-033-240-002-824+ | +416-002-824+ | +224-740-061-002-824+ | +740-482-235-002-824+ | +390-016-002-824+ | +368-415-104-002-824+
632-032,6,5,0.8333333333333334,3,1,+031-504-632-032+ | +390-600-617-002-190-125-632-032+ | +790/400-296-350-892-632-032+ | +740-690-435-255-220-032-240-235-002-390-125-632-032+ | +151-337-484-002-390-125-632-032-900-563+ | +520-070-495-240-060-297-368-632-032+
017-503,6,3,0.5,2,2,+400-740-017-503+ | +740-760-017-503-368-817+ | +400-740-017-503-240+ | +740-017-503+ | +740-752-017-503-240-235-806+ | +740-760-017-503+
240-031,6,3,0.5,2,3,+740-630-240-031-032-171+ | +400-740-636-240-031-032-171+ | +090-740-240-031+ | +740-100-240-031+ | +520-240-031-001-740-121+ | +740-927-240-031+
440-220,6,3,0.5,2,4,+400-154-440-220+ | +617-243-741-615-440-220+ | +740-440-220-032-741-390-590-032+ | +401-861-440-220+ | +740-752-440-220-032-798+ | +440-220-413+
460-510,6,3,0.5,2,1,+156-460-510+ | +740-460-510+ | +740-460-510-220-065-393+ | +740-460-510-250-853+ | +740-460-510-235-220-032-002-861+ | +740-752-460-510+
176-233,6,2,0.3333333333333333,4,4,+740-690-435-176-233-803+ | +740-176-233-803+ | +740-176-233+ | +090-740-176-233+ | +740-176-233-806+ | +740-176-233-831+
460-503,6,2,0.3333333333333333,1,2,+740-460-503-002-817+ | +740-760-070-921-460-503-002-817+ | +740-460-503-031-002-900-615+ | +400-158-460-503+ | +740-460-503+ | +740-460-503-002-880+
156-003,6,1,0.16666666666666666,3,3,+156-003+ | +156-003-031+ | +156-003-877+ | +156-003-060-368-817+ | +156-003-240-741-345+ | +156-003-545+
176-220,6,1,0.16666666666666666,2,3,+740-176-220+ | +740-176-220-235+ | +140-165-740-176-220-803+ | +740-176-220-032+ | +740-760-175-176-220-415-798-002-299-530-820+ | +740-176-220-415-798+
520-235,6,1,0.16666666666666666,5,5,+520-235-803-002-817+ | +520-235+ | +520-235-806+ | +173-520-235-060-550+ | +520-235-803-001-368-861+ | +520-235-220-032+
705-220,6,1,0.16666666666666666,2,3,+400-525-550-033-705-220+ | +520-033-705-220-415-002-861+ | +740-407-590-031-752-033-705-220-415-798-002-861+ | +520-033-705-220-803-055-002-820+ | +527-550-033-705-220-415-060-550+ | +520-033-705-220-032/231-072-002-270-633-032+
740-337,6,1,0.16666666666666666,2,3,+740-337-484+ | +740-337-692-490+ | +400-740-337+ | +740-337-484-031-060-891+ | +740-337-484-741-060-920+ | +740-337-176+
004-001,6,0,0,2,3,+407-004-001-740-443-388-140+ | +405-004-001-139+ | +407-004-001-745-561-586+ | +407-004-001-740-407-590-235+ | +407-004-001-617-142+ | +154-900-004-001-390-032+
031-060,6,0,0,3,2,+842-032-031-592-031-060-920+ | +740-176-031-060-201+ | +740-337-484-031-060-891+ | +165-741-031-060-692+ | +400-241-031-060-820+ | +105-031-060-820+
055-240,6,0,0,2,2,+527-555-740-055-240-415-798-060-201+ | +151-055-240-235+ | +161-055-240-220-032-002-820+ | +740-055-240-235-806-002-220-455-503+ | +740-482-055-240-235-745-740-590+ | +740-055-240-220-032-806+
350-002,6,0,0,1,1,+368-001-550/740-543-350-002-820+ | +740-798-460-350-002-814-084+ | +871-740-643/740-798-463-350-002-374-575+ | +520-400-350-002-817+ | +151-350-002-550-615+ | +740-100-415-798-460-350-002-817+
503-002,6,0,0,2,2,+740-760-615-503-002-817+ | +740-776-503-002-817+ | +740-460-503-002-817+ | +740-760-070-921-460-503-002-817+ | +740-007-503-002-817+ | +740-460-503-002-880+
520-400,6,0,0,2,3,+400-520-400-352+ | +400-520-400-353+ | +520-400-350-031+ | +520-400-350-031-741-759+ | +520-400-350-002-817+ | +520-400-354-002-817+
740-101,6,0,0,3,2,+031-840-140-740-101-002-365-287-034+ | +090-740-101-031+ | +090-740-101-002-820+ | +090-740-101-908-545+ | +407-845-140-740-101-923-240-002-861+ | +090-740-101-853+
740-335,6,0,0,3,2,+317-740-335-740-176-002-920-491+ | +700-032-740-335-575-413+ | +400-740-335-482-175+ | +400-740-335-003+ | +440-411-740-335-002-285-491+ | +740-335-233-002-861+
740-336,6,0,0,2,3,+740-336-176+ | +400-740-336-176+ | +400-740-336-018+ | +740-336-018+ | +740-336-176-002-405-372-374+ | +740-336-002-220-065-440-455+
