"cisi","lipi_id","site","type","symbol","material","lipi_complete","direction","text","token_count","control_class","control_position_index0","prev_token","focus_token","next_token","y_after_002","availability_tier","local_image_hit_count","source_panel_graph_count","mayig_overlap_count","same_site_as_source_visible","same_type_as_source_visible","same_symbol_as_source_visible","target_length_bucket_match","match_score","local_image_paths_first5","source_panel_graph_labels","mayig_paths"
"M-15","2543.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+090-740-176-002-861+","5","negative_002_y_prev_not_032","3","176","002","861","861","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m015.json"
"M-154","2681.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+520-220-621-415-002-257-898+","7","negative_002_y_prev_not_032","4","415","002","257","257","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m100_m199/m154.json"
"M-160","2686.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+151-243-031-002-820-741+","6","negative_002_y_prev_not_032","3","031","002","820","820","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m100_m199/m160.json"
"M-1661","2342.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+520-070-219-002-861-032-520-919-140+","9","negative_032_next_not_002","5","861","032","520","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-1665","2473.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+520-033-705-233-240-002-610-125-032+","9","negative_032_next_not_002","8","125","032","","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-1706","2292.1","Mohenjo-daro","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-803-220-032-220-002-820+","7","negative_220_032_next_not_002","3","220","032","220","","metadata_only","0","0","0","yes","yes","no","yes","9","","",""
"M-1723","2486.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-032-840-033-705-798+","6","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-1766","2193.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-032-845-240-002-269-892-810-033+","9","negative_032_next_not_002","1","740","032","845","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-1791","2290.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-760-268-002-840-032+","6","negative_032_next_not_002","5","840","032","","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-1796","2413.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-032-840-740-455-861+","6","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-181","2707.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+520-175-002-295-502+","5","negative_002_y_prev_not_032","2","175","002","295","295","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m100_m199/m181.json"
"M-195","2720.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+298-350-590-032-900-853+","6","negative_032_next_not_002","3","590","032","900","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-20","2548.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+390-005-002-861-036-460-513+","7","negative_002_y_prev_not_032","2","005","002","861","861","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m020.json"
"M-24","2552.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+090-740-240-235-002-906-140+","7","negative_002_y_prev_not_032","4","235","002","906","906","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m024.json"
"M-28","2556.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+892-374-740-760-840-416-002-861+","8","negative_002_y_prev_not_032","6","416","002","861","861","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m028.json"
"M-29","2557.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-055-240-235-806-002-220-455-503+","9","negative_002_y_prev_not_032","5","806","002","220","220","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m029.json"
"M-3","2532.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+717-032-521+","3","negative_032_next_not_002","1","717","032","521","","mayig_overlap_only","0","0","1","yes","yes","yes","no","9","","","corpus/m001_m099/m003.json"
"M-319","2837.1","Mohenjo-daro","SEAL:S","Tigr","Steatite","Y","R/L","+740-812-033-240-220-032+","6","negative_220_032_next_not_002","5","220","032","","","metadata_only","0","0","0","yes","yes","no","yes","9","","",""
"M-33","2561.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-032-923-382-233-002-112+","7","negative_002_y_prev_not_032","5","233","002","112","112","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m033.json"
"M-34","2562.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-336-176-002-405-372-374+","7","negative_002_y_prev_not_032","3","176","002","405","405","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m034.json"
"M-35","2563.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-390-590-233-231-002-107+","7","negative_002_y_prev_not_032","5","231","002","107","107","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m035.json"
"M-356","2852.1","Mohenjo-daro","SEAL:R","None","Steatite","Y","R/L","+400-595-420-125-032-820-920-140+","8","negative_032_next_not_002","4","125","032","820","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-371","2867.1","Mohenjo-daro","SEAL:R","None","Steatite","Y","R/L","+617-142-384-032-154-806-467+","7","negative_032_next_not_002","3","384","032","154","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-38","2566.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-690-435-255-220-032-240-235-002-390-125-632-032+","13","negative_032_next_not_002","12","632","032","","","mayig_overlap_only","0","0","1","yes","yes","yes","no","9","","","corpus/m001_m099/m038.json"
"M-387","2883.1","Mohenjo-daro","SEAL:R","None","Steatite","Y","R/L","+226-032-798-742-060-920+","6","negative_032_next_not_002","1","226","032","798","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-4","2533.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+298-465-033-705-231-002-564-617-033+","9","negative_002_y_prev_not_032","5","231","002","564","564","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m004.json"
"M-40","2568.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+391-002-527-475-005+","5","negative_002_y_prev_not_032","1","391","002","527","527","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m040.json"
"M-41","2569.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-636-240-233-235-002-405-125-820+","9","negative_002_y_prev_not_032","5","235","002","405","405","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m041.json"
"M-43","2571.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-798-231-002-055-373+","6","negative_002_y_prev_not_032","3","231","002","055","055","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m043.json"
"M-44","2572.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-760-033-705-803-002-920-317+","8","negative_002_y_prev_not_032","5","803","002","920","920","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m044.json"
"M-46","2574.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-798-240-235-002-220-065-215+","8","negative_002_y_prev_not_032","4","235","002","220","220","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m046.json"
"M-47","2575.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-760-235-002-861+","5","negative_002_y_prev_not_032","3","235","002","861","861","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m047.json"
"M-50","2578.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-585-017-033-705-240-798-002-820+","9","negative_002_y_prev_not_032","7","798","002","820","820","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m050.json"
"M-52","2580.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-904-032-220-415-235-803-002-504-717+","10","negative_002_y_prev_not_032","7","803","002","504","504","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m052.json"
"M-53","2581.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+090-740-220-016-002-297-190-920-140+","9","negative_002_y_prev_not_032","4","016","002","297","297","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m053.json"
"M-54","2582.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+236-240-033-705-798-002-820+","7","negative_002_y_prev_not_032","5","798","002","820","820","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m054.json"
"M-57","2585.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+226-032-231-798-002-693+","6","negative_002_y_prev_not_032","4","798","002","693","693","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m057.json"
"M-58","2586.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-460-503-002-817+","5","negative_002_y_prev_not_032","3","503","002","817","817","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m058.json"
"M-675","3114.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-388-807-033-706-233-235-168-032+","9","negative_032_next_not_002","8","168","032","","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-7","2536.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+407-845-140-740-101-923-240-002-861+","9","negative_002_y_prev_not_032","7","240","002","861","861","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m007.json"
"M-71","2599.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+151-279-142-002-390-095+","6","negative_002_y_prev_not_032","3","142","002","390","390","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m071.json"
"M-726","3150.1","Mohenjo-daro","SEAL:S","Bull1:T","-","Y","R/L","+031-850-140-236-220-032-803-002-820+","9","negative_220_032_next_not_002","5","220","032","803","","metadata_only","0","0","0","yes","yes","no","yes","9","","",""
"M-742","3166.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+090-850-032-060-573+","5","negative_032_next_not_002","2","850","032","060","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-746","3169.1","Mohenjo-daro","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-440-220-032-741-390-590-032+","8","negative_220_032_next_not_002","3","220","032","741","","metadata_only","0","0","0","yes","yes","no","yes","9","","",""
"M-776","3190.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-032-840-585-017-002-817+","7","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-890","3296.1","Mohenjo-daro","SEAL:S","Bull1","Steatite","Y","R/L","+740-927-032-741-208+","5","negative_032_next_not_002","2","927","032","741","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-896","3301.1","Mohenjo-daro","SEAL:S","Bull1","Steatite","Y","R/L","+151-031-090-032-001-505+","6","negative_032_next_not_002","3","090","032","001","","metadata_only","0","0","0","yes","yes","yes","yes","9","","",""
"M-90","2617.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-840-013-031-002-817+","6","negative_002_y_prev_not_032","4","031","002","817","817","mayig_overlap_only","0","0","1","yes","yes","yes","yes","9","","","corpus/m001_m099/m090.json"
"H-1030","284.1","Harappa","SEAL:S","Bull1:W","-","Y","R/L","+090-740-103-002-861+","5","negative_002_y_prev_not_032","3","103","002","861","861","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1033","293.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+220-500-520-002-862-032+","6","negative_002_y_prev_not_032","3","520","002","862","862","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1043","303.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+151-760-220-003-002-861+","6","negative_002_y_prev_not_032","4","003","002","861","861","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1048","3925.1","Harappa","SEAL:S","Bull1:W","-","Y","R/L","+740-032-840-235-002-817+","6","negative_002_y_prev_not_032","4","235","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1076","3930.1","Harappa","SEAL:R","None","-","Y","R/L","+740-611-706-002-820+","5","negative_002_y_prev_not_032","3","706","002","820","820","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-12","1073.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-690-435-255-803-220-240-235-002-817+","10","negative_002_y_prev_not_032","8","235","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-129","1170.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+409-061-740-235-220-031-002-861-244-165+","10","negative_002_y_prev_not_032","6","031","002","861","861","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-13","1074.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-760-615-503-002-817+","6","negative_002_y_prev_not_032","4","503","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-130","1171.1","Harappa","SEAL:R","None","-","Y","R/L","+409-032-845-033-705-231-806-002-595-812-125-717+","12","negative_032_next_not_002","1","409","032","845","","metadata_only","0","0","0","yes","yes","yes","no","8","","",""
"H-134","1175.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+740-405-590-220-003-002-861+","7","negative_002_y_prev_not_032","5","003","002","861","861","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-135","1176.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+740-773-231-806-002-861+","6","negative_002_y_prev_not_032","4","806","002","861","861","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-137","1178.1","Harappa","SEAL:R","None","-","Y","R/L","+740-443-388-033-705-233-002-817+","8","negative_002_y_prev_not_032","6","233","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-141","1182.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+405-032-900-003-070-002-233-235+","8","negative_002_y_prev_not_032","5","070","002","233","233","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-149","1190.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+405-061-033-706-794-630-220-002-820+","9","negative_002_y_prev_not_032","7","220","002","820","820","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1657","1020.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-405-590-032-900-003-806-235-220-032-002-690-921+","13","negative_032_next_not_002","3","590","032","900","","metadata_only","0","0","0","yes","yes","yes","no","8","","",""
"H-1670","731.1","Harappa","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-760-033-033-240-002-824+","7","negative_002_y_prev_not_032","5","240","002","824","824","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1671","513.1","Harappa","SEAL:S","Bull1:S","-","Y","R/L","+740-061-002-455-420-032+","6","negative_032_next_not_002","5","420","032","","","metadata_only","0","0","0","yes","yes","no","yes","8","","",""
"H-1692","537.1","Harappa","SEAL:S","None","Steatite","Y","R/L","+740-390-590-002-861+","5","negative_002_y_prev_not_032","3","590","002","861","861","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1706","623.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+405-003-002-293-360+","5","negative_002_y_prev_not_032","2","003","002","293","293","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-1714","426.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+407-790-032+","3","negative_032_next_not_002","2","790","032","","","metadata_only","0","0","0","yes","yes","yes","no","8","","",""
"H-21","1081.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+405-061-527-555-233-235-806-002-817+","9","negative_002_y_prev_not_032","7","806","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-22","1082.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-920-320-233-806-002-405-321+","8","negative_002_y_prev_not_032","5","806","002","405","405","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-268","1293.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-585-017-033-706-803-002-220-455-920+","10","negative_002_y_prev_not_032","6","803","002","220","220","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-272","1296.1","Harappa","SEAL:S","Bull1","Steatite","Y","R/L","+740-585-017-240-002-305-032-904+","8","negative_002_y_prev_not_032","4","240","002","305","305","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-3","1064.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-585-017-002-611-615-703+","7","negative_002_y_prev_not_032","3","017","002","611","611","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-388","1401.1","Harappa","SEAL:S","Bull1:W","-","Y","R/L","+520-033-706-231-806-002-817+","7","negative_002_y_prev_not_032","5","806","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-389","1402.1","Harappa","SEAL:S","Bull1:W","-","Y","R/L","+740-405-590-235-002-031-480-625+","8","negative_002_y_prev_not_032","4","235","002","031","031","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-408","1413.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-176-240-002-702-503+","6","negative_002_y_prev_not_032","3","240","002","702","702","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"H-42","1101.1","Harappa","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-380-235-002-817+","5","negative_002_y_prev_not_032","3","235","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
