"id","cisi","site","type","material","shape","condition","complete","dir","class","text","signs","length","occurrence_index","prev2","prev1","sign","next1","next2","before_pair","after_pair","tail_after_032","terminal","tail_string","category","after_220","a_before_220","strict_closed","damaged_or_open","has_slash"
"3809.1","M-1586","Mohenjo-daro","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3823.1","M-1629","Mohenjo-daro","BNGL","Stoneware","-","Poor","Y","R/L","SC","+705-032-595-090-175+","705-032-595-090-175","5","1","<START>","705","032","595","090","<START>-705","595-090","3","false","595-090-175","outside_a_220_x_032","false","","true","false","false"
"3840.1","M-1650","Mohenjo-daro","ROD","Ivory","-","Fair","N","R/L","??","+400-740-760-032-033-000-550+","400-740-760-032-033-000-550","7","3","740","760","032","033","000","740-760","033-000","3","false","033-000-550","outside_a_220_x_032","false","","true","false","false"
"3868.1","Rgr-3","Rakhigarhi","TAG:W","-","-","Poor","Y","R/L","SC","+130-032-820+","130-032-820","3","1","<START>","130","032","820","<END>","<START>-130","820-<END>","1","false","820","outside_a_220_x_032","false","","true","false","false"
"3868.2","Rgr-3","Rakhigarhi","TAG:W","-","-","Poor","Y","R/L","SC","+130-032-820+","130-032-820","3","1","<START>","130","032","820","<END>","<START>-130","820-<END>","1","false","820","outside_a_220_x_032","false","","true","false","false"
"3872.1","-","Rupar","TAG:L","Clay","-","Fair","Y","R/L","MT","+740-877-032-235+","740-877-032-235","4","2","740","877","032","235","<END>","740-877","235-<END>","1","false","235","outside_a_220_x_032","false","","true","false","false"
"3888.1","-","Unknown","SEAL:CY","Steatite","cylindrical","Fair","N","R/L","??","+090-055-000-132-032+","090-055-000-132-032","5","4","000","132","032","<END>","<END>","000-132","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3895.2","?-6","Unknown","TAB:B","-","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3922.1","H-1037","Harappa","SEAL:S","Steatite","square","Fair","N","R/L","??","+740-904-032-002-000+","740-904-032-002-000","5","2","740","904","032","002","000","740-904","002-000","2","false","002-000","outside_a_220_x_032","false","","true","false","false"
"3925.1","H-1048","Harappa","SEAL:S","-","square","Poor","Y","R/L","LP","+740-032-840-235-002-817+","740-032-840-235-002-817","6","1","<START>","740","032","840","235","<START>-740","840-235","4","false","840-235-002-817","outside_a_220_x_032","false","","true","false","false"
"3934.1","H-2282","Harappa","POT:T:g","Clay","-","Good","Y","R/L","NU","+034-032-032+","034-032-032","3","1","<START>","034","032","032","<END>","<START>-034","032-<END>","1","false","032","outside_a_220_x_032","false","","true","false","false"
"3934.1","H-2282","Harappa","POT:T:g","Clay","-","Good","Y","R/L","NU","+034-032-032+","034-032-032","3","2","034","032","032","<END>","<END>","034-032","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3950.1","H-1084","Harappa","POT:T:s","Clay","-","Poor","Y","R/L","ZN","+220-032+","220-032","2","1","<START>","220","032","<END>","<END>","<START>-220","<END>","0","true","<END>","non240_a_220_032","true","<START>","true","false","false"
"3959.2","H-1100","Harappa","TAB:B","-","rectangular","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3973.2","H-1134","Harappa","TAB:B","-","conical","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3976.2","H-1140","Harappa","TAB:B","-","fish","Poor","Y","R/L","SC","+740-032-840-679+","740-032-840-679","4","1","<START>","740","032","840","679","<START>-740","840-679","2","false","840-679","outside_a_220_x_032","false","","true","false","false"
"3982.2","H-1153","Harappa","TAB:B","Ceramic","prism","Poor","Y","R/L","NU","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"3989.1","M-1788","Mohenjo-daro","SEAL:S","-","square","Fair","N","R/L","??","+000-220-032-002-817+","000-220-032-002-817","5","2","000","220","032","002","817","000-220","002-817","2","false","002-817","non240_a_220_032","true","000","true","false","false"
"3993.1","M-1835","Mohenjo-daro","SEAL:S","-","square","Good","Y","R/L","LP","+154-900-004-001-390-032+","154-900-004-001-390-032","6","5","001","390","032","<END>","<END>","001-390","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4028.1","M-2049","Mohenjo-daro","TAB:C","Copper","rectangular","Poor","N","R/L","??","+000-142-597-032-905+","000-142-597-032-905","5","3","142","597","032","905","<END>","142-597","905-<END>","1","false","905","outside_a_220_x_032","false","","true","false","false"
"4034.1","M-2087","Mohenjo-daro","ROD","Ivory","-","Poor","N","R/L","??","+820-000-032-740-904-002-861+","820-000-032-740-904-002-861","7","2","820","000","032","740","904","820-000","740-904","4","false","740-904-002-861","outside_a_220_x_032","false","","true","false","false"
"4035.1","M-2096","Mohenjo-daro","ROD","Ivory","-","Fair","N","R/L","??","+000-035-032+","000-035-032","3","2","000","035","032","<END>","<END>","000-035","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4068.1","H-1281","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4072.2","H-1320","Harappa","TAB:I","-","notched oval","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4081.2","H-1313","Harappa","TAB:I","Steatite","elliptical","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4090.1","H-1350","Harappa","TAB:I","-","prism","Poor","Y","R/L","ZN","+226-032+","226-032","2","1","<START>","226","032","<END>","<END>","<START>-226","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4101.1","H-1375","Harappa","POT:T:g","Clay","-","Fair","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4106.1","H-1383","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4115.1","H-1415","Harappa","POT:T:g","Clay","-","Poor","N","R/L","??","+032-000+","032-000","2","0","<START>","<START>","032","000","<END>","<START>-<START>","000-<END>","1","false","000","outside_a_220_x_032","false","","true","false","false"
"4177.1","-","Dholavira","SEAL:S","-","square","Poor","N","R/L","??","+520-233-803-060-001-031-905-032-000+","520-233-803-060-001-031-905-032-000","9","7","031","905","032","000","<END>","031-905","000-<END>","1","false","000","outside_a_220_x_032","false","","true","false","false"
"4184.1","-","Dholavira","SEAL:S","-","square","Fair","Y","R/L","SC","+740-032-840-803+","740-032-840-803","4","1","<START>","740","032","840","803","<START>-740","840-803","2","false","840-803","outside_a_220_x_032","false","","true","false","false"
"4219.1","-","Dholavira","SEAL:S","-","square","Poor","N","R/L","??","+032-820-000-900+","032-820-000-900","4","0","<START>","<START>","032","820","000","<START>-<START>","820-000","3","false","820-000-900","outside_a_220_x_032","false","","true","false","false"
"4237.1","-","Dholavira","SEAL:S","-","square","Fair","Y","R/L","SC","+151-032-388-002-390-705+","151-032-388-002-390-705","6","1","<START>","151","032","388","002","<START>-151","388-002","4","false","388-002-390-705","outside_a_220_x_032","false","","true","false","false"
"4286.1","-","Dholavira","TAB:I","-","rectangular","Fair","Y","R/L","SC","+153-220-032+","153-220-032","3","2","153","220","032","<END>","<END>","153-220","<END>","0","true","<END>","non240_a_220_032","true","153","true","false","false"
"4293.1","-","Dholavira","TAG","-","-","Fair","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4304.2","-","Dholavira","TAG","terracotta","-","Fair","N","-","??","+000-032-515+","000-032-515","3","1","<START>","000","032","515","<END>","<START>-000","515-<END>","1","false","515","outside_a_220_x_032","false","","true","false","false"
"4350.1","-","Dholavira","TAG","Terracotta","circular","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4351.1","-","Dholavira","TAG","Terracotta","circular","Fair","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4352.1","-","Dholavira","TAG","Terracotta","circular","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4353.1","-","Dholavira","TAG","Terracotta","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4480.1","H-1553","Harappa","POT:T:g","Ceramic","-","Fair","Y","NR","NU","+032-999-032+","032-999-032","3","0","<START>","<START>","032","999","032","<START>-<START>","999-032","2","false","999-032","outside_a_220_x_032","false","","true","false","false"
"4480.1","H-1553","Harappa","POT:T:g","Ceramic","-","Fair","Y","NR","NU","+032-999-032+","032-999-032","3","2","032","999","032","<END>","<END>","032-999","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4599.1","H-1125","Harappa","TAB:I","Steatite","rectangular","Poor","N","-","??","+000-032+","000-032","2","1","<START>","000","032","<END>","<END>","<START>-000","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"4935.2","H-1141","Harappa","TAB:B","-","fish","Poor","Y","R/L","SC","+740-032-840-679+","740-032-840-679","4","1","<START>","740","032","840","679","<START>-740","840-679","2","false","840-679","outside_a_220_x_032","false","","true","false","false"
"5218.1","-","Gola Dhoro (Bagasra)","SEAL:S","-","square","Good","Y","R/L","LP","+520-070-495-240-060-297-368-632-032+","520-070-495-240-060-297-368-632-032","9","8","368","632","032","<END>","<END>","368-632","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"5224.1","-","Unknown","SEAL:C","-","circular","poor","N","R/L","??","+000-061-032-001-220-033-000+","000-061-032-001-220-033-000","7","2","000","061","032","001","220","000-061","001-220","4","false","001-220-033-000","outside_a_220_x_032","false","","true","false","false"
"5228.1","-","Karzakan","SEAL:C","-","circular","Poor","Y","R/L","SC","+033-001-032-091+","033-001-032-091","4","2","033","001","032","091","<END>","033-001","091-<END>","1","false","091","outside_a_220_x_032","false","","true","false","false"
"5235.1","-","Lakhanjo-daro","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-032-029-002-281+","740-032-029-002-281","5","1","<START>","740","032","029","002","<START>-740","029-002","3","false","029-002-281","outside_a_220_x_032","false","","true","false","false"
"5273.1","K-145","Kalibangan","SEAL:S","-","square","Good","Y","R/L","LP","+740-585-231-220-032-002-820+","740-585-231-220-032-002-820","7","4","231","220","032","002","820","231-220","002-820","2","false","002-820","non240_a_220_032","true","231","true","false","false"
"5285.1","K-160","Kalibangan","POT:T:g","Clay","-","Fair","Y","-","NU","+032-999-002+","032-999-002","3","0","<START>","<START>","032","999","002","<START>-<START>","999-002","2","false","999-002","outside_a_220_x_032","false","","true","false","false"
"5287.1","K-162","Kalibangan","POT:T:g","Clay","-","Fair","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"5290.1","K-165","Kalibangan","POT:T:g","Clay","-","Poor","Y","SYM","NU","+032-031+","032-031","2","0","<START>","<START>","032","031","<END>","<START>-<START>","031-<END>","1","false","031","outside_a_220_x_032","false","","true","false","false"
"5359.1","Ns-58","Nausharo","SEAL:S","Steatite","square","Fair","Y","R/L","SC","+740-760-032+","740-760-032","3","2","740","760","032","<END>","<END>","740-760","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"5380.1","Ns-81","Nausharo","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"5381.1","Ns-82","Nausharo","POT:T:g","Clay","-","Poor","Y","SYM","NU","+031-999-032+","031-999-032","3","2","031","999","032","<END>","<END>","031-999","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"5389.1","H-2585","Harappa","TAB:I","-","rectangular","Poor","Y","R/L","SC","+400-740-032+","400-740-032","3","2","400","740","032","<END>","<END>","400-740","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"5399.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"5438.1","-","Tigrana","TAG","Clay","square","Poor","N","R/L","??","+740-000-032-000-000+","740-000-032-000-000","5","2","740","000","032","000","000","740-000","000-000","2","false","000-000","outside_a_220_x_032","false","","true","false","false"
"5456.1","-","Tarkhanewala-dera","TAG","Clay","square","Poor","Y","R/L","MT","+520-235-220-032+","520-235-220-032","4","3","235","220","032","<END>","<END>","235-220","<END>","0","true","<END>","non240_a_220_032","true","235","true","false","false"
"5473.1","H-1519","Harappa","MISC","Copper","conical","Poor","N","R/L","??","+740-032-000+","740-032-000","3","1","<START>","740","032","000","<END>","<START>-740","000-<END>","1","false","000","outside_a_220_x_032","false","","true","false","false"
"5587.1","-","Mohenjo-daro","TAB:C","Copper","rectangular","Fair","Y","R/L","MT","+407-032-520-095-585-017-231+","407-032-520-095-585-017-231","7","1","<START>","407","032","520","095","<START>-407","520-095","5","false","520-095-585-017-231","outside_a_220_x_032","false","","true","false","false"
