target,prev,exact_cells,terminal_cells,terminal_share,sites,types,examples
033,803,1,0,0,1,1,C-9:803-033-705:+151-233-803-033-705-240+
240,705,5,3,0.6,3,2,C-9:705-240-<END>:+151-233-803-033-705-240+ | H-1816:705-240-<END>:+400-525-550-033-705-240+ | M-50:705-240-798:+740-585-017-033-705-240-798-002-820+ | M-814:705-240-235:+740-176-033-705-240-235-803+ | M-860:705-240-<END>:+520-033-705-240+
231,740,4,1,0.25,3,2,C-10:740-231-220:+740-231-220-032-002-817+ | H-310:740-231-003:+740-231-003+ | M-209:740-231-<END>:+151-740-231+ | M-1186:740-231-740:+621/090-740-231-740-560-534+
220,231,3,0,0,3,1,C-10:231-220-032:+740-231-220-032-002-817+ | M-868:231-220-002:+520-033-705-231-220-002-817+ | K-145:231-220-032:+740-585-231-220-032-002-820+
032,220,50,13,0.26,8,6,C-10:220-032-002:+740-231-220-032-002-817+ | -:220-032-<END>:+220-032+ | H-1678:220-032-<END>:+520-233-240-220-032+ | H-1657:220-032-002:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-20:220-032-806:+740-176-690-435-255-220-032-806-060-550+
615,590,1,0,0,1,1,C-11:590-615-140:+590-615-140/232-240-001-060-920+
140,615,1,0,0,1,1,C-11:615-140-232:+590-615-140/232-240-001-060-920+
232,140,1,0,0,1,1,C-11:140-232-240:+590-615-140/232-240-001-060-920+
240,232,2,0,0,2,1,C-11:232-240-001:+590-615-140/232-240-001-060-920+ | H-89:232-240-741:+232-240-741-060-920+
001,240,5,0,0,4,2,C-11:240-001-060:+590-615-140/232-240-001-060-920+ | H-411:240-001-820:+740-440-240-001-820+ | H-821:240-001-692:+740-642-240-001-692+ | M-84:240-001-368:+740-765-240-001-368-920+ | -:240-001-820:+740-390-590-220-463-240-001-820-060+
060,001,4,0,0,4,1,C-11:001-060-920:+590-615-140/232-240-001-060-920+ | H-61:001-060-201:+740-690-435-255-001-060-201+ | L-36:001-060-065:+422-003-001-060-065-405-720+ | M-300:001-060-820:+740-390-590-001/060-820+
390,161,2,0,0,2,1,C-12:161-390-590:+161-390-590-031-740-060-920+ | M-813:161-390-590:+161-390-590-002-861+
031,590,2,0,0,2,2,C-12:590-031-740:+161-390-590-031-740-060-920+ | M-1954:590-031-752:+740-407-590-031-752-033-705-220-415-798-002-861+
060,740,3,0,0,3,1,C-12:740-060-920:+161-390-590-031-740-060-920+ | M-257:740-060-920:+600-740-060-920+ | Sktd-2:740-060-390:+740-060-390-803-740+
400,740,10,0,0,4,3,C-15:740-400-920:+740-400-920-031+ | H-1906:740-400-090:+400-090-740-400-090+ | H-1672:740-400-142:+740-400-142-061-033+ | H-1679:740-400-142:+740-400-142-061+ | H-780:740-400-142:+740-400-142-061+
920,400,1,0,0,1,1,C-15:400-920-031:+740-400-920-031+
031,920,2,2,1,2,1,C-15:920-031-<END>:+740-400-920-031+ | -:920-031-<END>:+740-100-415-927-060-920-031+
003,429,1,0,0,1,1,C-16:429-003-741:+429-003-741-060-920+
741,003,4,0,0,2,1,C-16:003-741-060:+429-003-741-060-920+ | M-1780:003-741-070:+740-645-003-741-070-255+ | M-1672:003-741-060:+520-220-003-741-060-920+ | M-725:003-741-252:+090-740-220-003-741-252-530+
060,741,30,0,0,7,5,C-16:741-060-920:+429-003-741-060-920+ | H-1309:741-060-920:+156-176-741-060-920+ | H-2127:741-060-920:+504-350-741-060-920+ | H-89:741-060-920:+232-240-741-060-920+ | H-175:741-060-920:+167-705-368-005-741-060-920+
790,151,1,0,0,1,1,C-20:151-790-031:+151-790-031-790-495+
031,790,1,0,0,1,1,C-20:790-031-790:+151-790-031-790-495+
790,031,1,0,0,1,1,C-20:031-790-495:+151-790-031-790-495+
495,790,1,1,1,1,1,C-20:790-495-<END>:+151-790-031-790-495+
230,156,1,1,1,1,1,C-21:156-230-<END>:+156-230+
817,129,1,0,0,1,1,C-23:129-817-310:+129-817-310-350-128-857-003-388+
310,817,1,0,0,1,1,C-23:817-310-350:+129-817-310-350-128-857-003-388+
350,310,2,0,0,2,2,C-23:310-350-128:+129-817-310-350-128-857-003-388+ | Ns-9:310-350-495:+740-142-067/002-374-310-350-495-834+
128,350,1,0,0,1,1,C-23:350-128-857:+129-817-310-350-128-857-003-388+
857,128,1,0,0,1,1,C-23:128-857-003:+129-817-310-350-128-857-003-388+
003,857,1,0,0,1,1,C-23:857-003-388:+129-817-310-350-128-857-003-388+
388,003,1,1,1,1,1,C-23:003-388-<END>:+129-817-310-350-128-857-003-388+
128,390,1,0,0,1,1,C-24:390-128-702:+390-128-702-032/226-032-013-480-850+
702,128,1,0,0,1,1,C-24:128-702-032:+390-128-702-032/226-032-013-480-850+
032,702,1,0,0,1,1,C-24:702-032-226:+390-128-702-032/226-032-013-480-850+
226,032,2,0,0,2,1,C-24:032-226-032:+390-128-702-032/226-032-013-480-850+ | M-1769:032-226-032:+865-032/226-032-700-605+
032,226,12,3,0.25,4,5,C-24:226-032-013:+390-128-702-032/226-032-013-480-850+ | H-1321:226-032-<END>:+400-226-032+ | L-48:226-032-741:+865-685/226-032-741-390+ | L-219:226-032-001:+233-226-032-001-223-575+ | M-1769:226-032-700:+865-032/226-032-700-605+
013,032,1,0,0,1,1,C-24:032-013-480:+390-128-702-032/226-032-013-480-850+
480,013,1,0,0,1,1,C-24:013-480-850:+390-128-702-032/226-032-013-480-850+
850,480,4,1,0.25,2,3,C-24:480-850-<END>:+390-128-702-032/226-032-013-480-850+ | M-1892:480-850-595:+368-501-706/821-001-480-850-595-391+ | M-2121:480-850-595:+821-001-480-850-595-391+ | M-1384:480-850-595:+904-004-821-001-480-850-595-391+
140,822,1,0,0,1,1,C-30:822-140-015:+822-140-015+
015,140,2,1,0.5,2,2,C-30:140-015-<END>:+822-140-015+ | L-142:140-015-001:+140-015-001-031-692+
400,375,1,0,0,1,1,C-32:375-400-390:+375-400-390-632+
390,400,3,0,0,2,2,C-32:400-390-632:+375-400-390-632+ | M-1807:400-390-844:+400-390-844+ | M-710:400-390-004:+400-390-004+
632,390,1,1,1,1,1,C-32:390-632-<END>:+375-400-390-632+
540,909,1,0,0,1,1,C-39:909-540-540:+909-540-540+
540,540,2,2,1,2,2,C-39:540-540-<END>:+909-540-540+ | H-1740:540-540-<END>:+540-540+
095,390,2,1,0.5,2,2,C-40:390-095-909:+390-095-909-005-825-776-220-016+ | M-71:390-095-<END>:+151-279-142-002-390-095+
909,095,1,0,0,1,1,C-40:095-909-005:+390-095-909-005-825-776-220-016+
005,909,1,0,0,1,1,C-40:909-005-825:+390-095-909-005-825-776-220-016+
825,005,1,0,0,1,1,C-40:005-825-776:+390-095-909-005-825-776-220-016+
776,825,1,0,0,1,1,C-40:825-776-220:+390-095-909-005-825-776-220-016+
220,776,1,0,0,1,1,C-40:776-220-016:+390-095-909-005-825-776-220-016+
016,220,11,6,0.5454545454545454,4,5,C-40:220-016-<END>:+390-095-909-005-825-776-220-016+ | H-1086:220-016-<END>:+220-016+ | H-1121:220-016-<END>:+400-520-220-016+ | H-1028:220-016-<END>:+220-016+ | H-98:220-016-<END>:+861-920/520-220-016+
920,740,12,1,0.08333333333333333,4,5,Dlp-1:740-920-324:+740-920-324-233-240-013-817+ | H-1922:740-920-320:+400-740-920-320-233-240-798+ | H-2135:740-920-318:+740-920-318-700-692+ | H-22:740-920-320:+740-920-320-233-806-002-405-321+ | H-46:740-920-320:+740-920-320-235+
324,920,1,0,0,1,1,Dlp-1:920-324-233:+740-920-324-233-240-013-817+
233,324,1,0,0,1,1,Dlp-1:324-233-240:+740-920-324-233-240-013-817+
240,233,14,3,0.21428571428571427,4,3,Dlp-1:233-240-013:+740-920-324-233-240-013-817+ | H-1052:233-240-<END>:+503-233-240+ | H-874:233-240-<END>:+520-233-240+ | H-1922:233-240-798:+400-740-920-320-233-240-798+ | H-1678:233-240-220:+520-233-240-220-032+
013,240,1,0,0,1,1,Dlp-1:240-013-817:+740-920-324-233-240-013-817+
817,013,5,5,1,3,2,Dlp-1:013-817-<END>:+740-920-324-233-240-013-817+ | H-1983:013-817-<END>:+405-004-013-817+ | H-1713:013-817-<END>:+426-003-013-817+ | H-154:013-817-<END>:+154-806-467-013-817+ | -:013-817-<END>:+031-820-104-013-817+
407,590,3,0,0,2,1,Dlp-2:590-407-790:+590-407-790-440+ | -:590-407-790:+590-407-790-032+ | -:590-407-790:+590-407-790-001-746+
790,407,4,0,0,3,1,Dlp-2:407-790-440:+590-407-790-440+ | -:407-790-032:+590-407-790-032+ | H-1714:407-790-032:+407-790-032+ | -:407-790-001:+590-407-790-001-746+
440,790,1,1,1,1,1,Dlp-2:790-440-<END>:+590-407-790-440+
032,394,1,0,0,1,1,Dlp-3:394-032-002:+394-032-002-892-740+
892,002,1,0,0,1,1,Dlp-3:002-892-740:+394-032-002-892-740+
740,892,1,1,1,1,1,Dlp-3:892-740-<END>:+394-032-002-892-740+
892,151,1,0,0,1,1,-:151-892-032:+151-892-032+
032,892,1,1,1,1,1,-:892-032-<END>:+151-892-032+
019,156,1,1,1,1,1,-:156-019-<END>:+156-019+
808,093,1,1,1,1,1,-:093-808-<END>:+093-808+
165,244,2,1,0.5,2,2,-:244-165-740:+244-165/740-879-220-416-803-002-861+ | H-129:244-165-<END>:+409-061-740-235-220-031-002-861-244-165+
740,165,2,0,0,2,1,-:165-740-879:+244-165/740-879-220-416-803-002-861+ | M-249:165-740-176:+140-165-740-176-220-803+
879,740,3,0,0,2,1,-:740-879-220:+244-165/740-879-220-416-803-002-861+ | M-109:740-879-220:+740-879-220-415-002-287-140+ | M-255:740-879-233:+740-879-233+
220,879,2,0,0,2,1,-:879-220-416:+244-165/740-879-220-416-803-002-861+ | M-109:879-220-415:+740-879-220-415-002-287-140+
416,220,5,3,0.6,2,2,-:220-416-803:+244-165/740-879-220-416-803-002-861+ | H-1192:220-416-<END>:+400-740-767-220-416+ | H-92:220-416-002:+156-176-518-220-416-002-615+ | H-302:220-416-<END>:+400-760-740-220-416+ | H-912:220-416-<END>:+400-740-760-220-416+
803,416,1,0,0,1,1,-:416-803-002:+244-165/740-879-220-416-803-002-861+
460,520,5,2,0.4,3,1,-:520-460-495:+520-460-495+ | -:520-460-<END>:+520-460+ | H-86:520-460-031:+520-460-031+ | M-809:520-460-495:+520-460-495-002-595-906+ | M-936:520-460-<END>:+520-460+
495,460,4,3,0.75,2,2,-:460-495-<END>:+520-460-495+ | M-577:460-495-<END>:+617-142-597-032-905/407-004-002-365-460-495+ | M-809:460-495-002:+520-460-495-002-595-906+ | M-1532:460-495-<END>:+407-004-002-365-460-495+
416,740,7,4,0.5714285714285714,3,2,-:740-416-002:+740-416-002-861+ | H-2119:740-416-<END>:+740-416+ | H-475:740-416-<END>:+740-416+ | M-938:740-416-<END>:+740-416+ | M-971:740-416-741:+740-416-741-060-920+
002,416,4,0,0,4,2,-:416-002-861:+740-416-002-861+ | H-92:416-002-615:+156-176-518-220-416-002-615+ | L-91:416-002-824:+416-002-824+ | M-28:416-002-861:+892-374-740-760-840-416-002-861+
388,154,2,0,0,2,1,-:154-388-717:+154-388-717-705+ | M-1270:154-388-717:+154-388-717-706+
717,388,3,0,0,3,2,-:388-717-705:+154-388-717-705+ | H-1945:388-717-705:+400-740-388-717-705+ | M-1270:388-717-706:+154-388-717-706+
705,717,2,2,1,2,2,-:717-705-<END>:+154-388-717-705+ | H-1945:717-705-<END>:+400-740-388-717-705+
032,790,5,3,0.6,4,4,-:790-032-<END>:+590-407-790-032+ | H-1714:790-032-<END>:+407-790-032+ | H-1883:790-032-<END>:+740-790-032+ | L-101:790-032-063:+390-700-790-032-063+ | M-1375:790-032-033:+790-032-033-705+
016,390,11,5,0.45454545454545453,4,2,-:390-016-002:+390-016-002-861+ | H-71:390-016-<END>:+390-016+ | M-1799:390-016-<END>:+390-016+ | M-17:390-016-002:+390-016-002-814-560+ | M-158:390-016-060:+390-016-060-550+
142,617,20,6,0.3,3,4,-:617-142-<END>:+617-142+ | H-72:617-142-<END>:+617-142+ | H-185:617-142-<END>:+617-142+ | M-1976:617-142-002:+617-142-002-817+ | M-2028:617-142-<END>:+617-142+
033,520,45,0,0,6,6,-:520-033-706:+520-033-706-233+ | H-1027:520-033-706:+520-033-706-231-415-803+ | H-2015:520-033-705:+520-033-705-235-832-002-817+ | H-1899:520-033-033:+520-033-033+ | H-44:520-033-706:+520-033-706-235-798-803-002-031-892+
706,033,30,5,0.16666666666666666,3,3,-:033-706-233:+520-033-706-233+ | H-1027:033-706-231:+520-033-706-231-415-803+ | H-8:033-706-002:+354-001-740-405-590-033-706-002-690-921+ | H-44:033-706-235:+520-033-706-235-798-803-002-031-892+ | H-53:033-706-<END>:+520-033-706+
233,706,3,1,0.3333333333333333,2,2,-:706-233-<END>:+520-033-706-233+ | M-675:706-233-235:+740-388-807-033-706-233-235-168-032+ | M-1079:706-233-803:+740-760-033-706-233-803+
407,100,1,0,0,1,1,-:100-407-590:+740-100-407-590+
590,407,8,3,0.375,5,4,-:407-590-<END>:+740-100-407-590+ | -:407-590-690:+740-407-590-690-436-255-920-318-220-415-803+ | H-196:407-590-740:+407-590-740-072+ | Hls-1:407-590-<END>:+740-407-590+ | L-114:407-590-904:+740-407-590-904-220-032-803-060-920+
821,798,1,0,0,1,1,-:798-821-031:+798-821-031-645-850-820-388-611-820+
031,821,1,0,0,1,1,-:821-031-645:+798-821-031-645-850-820-388-611-820+
645,031,2,0,0,2,2,-:031-645-850:+798-821-031-645-850-820-388-611-820+ | M-1652:031-645-645:+031-645-645-031+
850,645,1,0,0,1,1,-:645-850-820:+798-821-031-645-850-820-388-611-820+
820,850,1,0,0,1,1,-:850-820-388:+798-821-031-645-850-820-388-611-820+
388,820,1,0,0,1,1,-:820-388-611:+798-821-031-645-850-820-388-611-820+
611,388,1,0,0,1,1,-:388-611-820:+798-821-031-645-850-820-388-611-820+
820,611,1,1,1,1,1,-:611-820-<END>:+798-821-031-645-850-820-388-611-820+
382,151,1,0,0,1,1,Dlv-1:151-382-031:+151-382-031-002-861+
031,382,1,0,0,1,1,Dlv-1:382-031-002:+151-382-031-002-861+
002,031,14,0,0,5,3,Dlv-1:031-002-861:+151-382-031-002-861+ | H-1851:031-002-861:+740-803-892-031-002-861+ | H-129:031-002-861:+409-061-740-235-220-031-002-861-244-165+ | H-177:031-002-817:+700-033-151-706-031-002-817+ | K-40:031-002-861:+760-031-002-861-791-440-717+
220,240,13,2,0.15384615384615385,3,4,-:240-220-<END>:+240-220+ | H-294:240-220-<END>:+090-740-240-220+ | H-1678:240-220-032:+520-233-240-220-032+ | M-1990:240-220-002:+740-760-440-240-220-002-861+ | M-1728:240-220-032:+161-055-240-220-032-002-820+
760,740,74,1,0.013513513513513514,10,8,-:740-760-445:+740-760-445+ | H-1158:740-760-605:+400-740-760-605+ | H-161:740-760-070:+740-760-070-921-315-233+ | H-2213:740-760-840:+740-760-840-799+ | H-2076:740-760-240:+740-760-240+
445,760,1,1,1,1,1,-:760-445-<END>:+740-760-445+
371,390,1,1,1,1,1,-:390-371-<END>:+390-371+
923,740,25,3,0.12,3,4,Grb-1:740-923-838:+740-923-838+ | H-1903:740-923-235:+740-923-235+ | H-32:740-923-<END>:+740-923+ | M-1760:740-923-240:+740-923-240-235-060-820+ | M-1784:740-923-806:+740-923-806+
838,923,1,1,1,1,1,Grb-1:923-838-<END>:+740-923-838+
140,236,1,0,0,1,1,-:236-140-893:+236-140-893-861+
893,140,1,0,0,1,1,-:140-893-861:+236-140-893-861+
861,893,1,1,1,1,1,-:893-861-<END>:+236-140-893-861+
117,617,1,1,1,1,1,-:617-117-<END>:+617-117+
255,033,1,1,1,1,1,H-1189:033-255-<END>:+033-255+
740,527,1,0,0,1,1,H-1397:527-740-914:+527-740-914+
914,740,1,1,1,1,1,H-1397:740-914-<END>:+527-740-914+
033,235,1,1,1,1,1,H-1085:235-033-<END>:+235-033+
142,740,9,1,0.1111111111111111,3,3,H-1422:740-142-<END>:+740-142+ | H-1864:740-142-062:+740-142-062-002-817+ | H-1662:740-142-061:+033-033/740-142-061-140-002-546+ | M-2063:740-142-480:+740-142-480+ | M-164:740-142-061:+740-142-061-002-817+
590,697,1,1,1,1,1,H-1083:697-590-<END>:+697-590+
510,697,1,1,1,1,1,H-1082:697-510-<END>:+697-510+
722,697,1,1,1,1,1,H-1081:697-722-<END>:+697-722+
603,740,1,0,0,1,1,H-1138:740-603-240:+740-603-240-060-692+
240,603,1,0,0,1,1,H-1138:603-240-060:+740-603-240-060-692+
060,240,12,0,0,6,3,H-1138:240-060-692:+740-603-240-060-692+ | H-1845:240-060-692:+740-642-240-060-692+ | H-14:240-060-415:+740-772-240-060-415-056+ | H-17:240-060-201:+520-233-240-060-201+ | H-360:240-060-692:+740-636-240-060-692+
034,700,13,10,0.7692307692307693,2,4,H-1138:700-034-<END>:+700-034+ | H-1354:700-034-<END>:+700-034+ | H-1273:700-034-<END>:+700-034+ | H-1981:700-034-<END>:+700-034+ | H-1943:700-034-<END>:+700-034+
220,520,43,3,0.06976744186046512,5,4,H-423:520-220-240:+520-220-240-798-060-692+ | H-1326:520-220-415:+520-220-415+ | H-1121:520-220-016:+400-520-220-016+ | H-1330:520-220-<END>:+520-220+ | H-1669:520-220-415:+520-220-415-060-920+
240,220,8,0,0,3,3,H-423:220-240-798:+520-220-240-798-060-692+ | H-12:220-240-235:+740-690-435-255-803-220-240-235-002-817+ | H-231:220-240-002:+520-220-240-002-820+ | L-134:220-240-002:+520-233-220-240-002-617+ | M-888:220-240-741:+520-220-240-741-440+
798,240,15,8,0.5333333333333333,2,4,H-423:240-798-060:+520-220-240-798-060-692+ | H-1922:240-798-<END>:+400-740-920-320-233-240-798+ | H-1705:240-798-060:+740-904-231-240-798-060-692+ | H-26:240-798-001:+740-388-231-240-798-001-820+ | H-659:240-798-365:+407-845-140-740-233-240-798-365-263+
060,798,4,0,0,1,2,H-423:798-060-692:+520-220-240-798-060-692+ | H-1705:798-060-692:+740-904-231-240-798-060-692+ | H-133:798-060-692:+740-554-220-415-798-060-692+ | H-386:798-060-201:+527-555-740-055-240-415-798-060-201+
055,740,9,1,0.1111111111111111,2,2,H-661:740-055-806:+740-055-806+ | H-386:740-055-240:+527-555-740-055-240-415-798-060-201+ | M-18:740-055-<END>:+932-740-055+ | M-29:740-055-240:+740-055-240-235-806-002-220-455-503+ | M-381:740-055-220:+740-055-220-032-798-002-820+
806,055,1,1,1,1,1,H-661:055-806-<END>:+740-055-806+
033,700,25,18,0.72,2,5,-:700-033-<END>:+700-033+ | -:700-033-<END>:+700-033+ | -:700-033-711:+700-033-711-335-575-413+ | H-1881:700-033-171:+415-700-033-171+ | H-1940:700-033-<END>:+700-033+
720,033,1,1,1,1,1,H-1177:033-720-<END>:+033-720+
154,400,6,0,0,1,2,H-1142:400-154-440:+400-154-440-220+ | H-1999:400-154-806:+400-154-806-467+ | H-1844:400-154-690:+400-154-690+ | H-160:400-154-806:+400-154-806-468+ | H-761:400-154-440:+400-154-440-220+
440,154,2,0,0,1,1,H-1142:154-440-220:+400-154-440-220+ | H-761:154-440-220:+400-154-440-220+
220,440,7,4,0.5714285714285714,2,4,H-1142:440-220-<END>:+400-154-440-220+ | H-761:440-220-<END>:+400-154-440-220+ | M-627:440-220-<END>:+617-243-741-615-440-220+ | M-746:440-220-032:+740-440-220-032-741-390-590-032+ | M-967:440-220-<END>:+401-861-440-220+
415,220,44,12,0.2727272727272727,3,5,H-1326:220-415-<END>:+520-220-415+ | -:220-415-803:+740-407-590-690-436-255-920-318-220-415-803+ | H-1669:220-415-060:+520-220-415-060-920+ | H-2148:220-415-<END>:+520-220-415+ | H-1953:220-415-240:+520-220-415-240-803+
032,824,2,0,0,1,1,H-1354:824-032-578:+824-032-578-415+ | H-2213:824-032-578:+824-032-578-415+
578,032,3,0,0,1,1,H-1354:032-578-415:+824-032-578-415+ | H-2213:032-578-415:+824-032-578-415+ | H-2214:032-578-415:+876-032-578-415+
415,578,3,3,1,1,1,H-1354:578-415-<END>:+824-032-578-415+ | H-2213:578-415-<END>:+824-032-578-415+ | H-2214:578-415-<END>:+876-032-578-415+
714,740,1,0,0,1,1,H-1354:740-714-840:+740-714-840-799+
840,714,1,0,0,1,1,H-1354:714-840-799:+740-714-840-799+
799,840,3,3,1,1,1,H-1354:840-799-<END>:+740-714-840-799+ | H-2213:840-799-<END>:+740-760-840-799+ | H-2246:840-799-<END>:+740-760-840-799+
740,804,1,0,0,1,1,-:804-740-219:+804-740-219+
219,740,2,2,1,1,1,-:740-219-<END>:+804-740-219+ | H-245:740-219-<END>:+400-807-740-219+
031,740,4,0,0,2,4,-:740-031-904:+740-031-904-001-032+ | H-1771:740-031-001:+740-031-001-140+ | H-391:740-031-504:+740-031-504-235-060-920+ | M-1577:740-031-226:+740-031-226+
904,031,1,0,0,1,1,-:031-904-001:+740-031-904-001-032+
001,904,3,1,0.3333333333333333,2,2,-:904-001-032:+740-031-904-001-032+ | H-602:904-001-<END>:+832-904-001+ | M-205:904-001-820:+832-904-001-820+
032,001,3,1,0.3333333333333333,2,3,-:001-032-<END>:+740-031-904-001-032+ | H-6:001-032-776:+317-890-001-032-776-625+ | -:001-032-091:+033-001-032-091+
032,700,19,15,0.7894736842105263,3,2,H-1312:700-032-<END>:+700-032+ | H-1133:700-032-<END>:+700-032+ | -:700-032-<END>:+700-032+ | H-2016:700-032-740:+700-032-740-335-575-413+ | H-1771:700-032-<END>:+700-032+
035,390,1,1,1,1,1,H-1355:390-035-<END>:+390-035+
004,405,7,1,0.14285714285714285,3,4,H-1047:405-004-745:+405-004-745-905+ | H-1673:405-004-104:+405-004-104+ | H-1983:405-004-013:+405-004-013-817+ | H-719:405-004-002:+405-004-002-861+ | M-386:405-004-001:+405-004-001-139+
745,004,1,0,0,1,1,H-1047:004-745-905:+405-004-745-905+
905,745,1,1,1,1,1,H-1047:745-905-<END>:+405-004-745-905+
705,868,1,0,0,1,1,-:868-705-590:+868-705-590+
590,705,2,2,1,2,2,-:705-590-<END>:+868-705-590+ | M-248:705-590-<END>:+740-100-415-002-705-590+
156,400,6,0,0,1,3,-:400-156-435:+400-156-435-255+ | H-1287:400-156-140:+400-156-140-032+ | H-212:400-156-118:+400-156-118+ | H-324:400-156-384:+400-156-384-031+ | H-368:400-156-384:+400-156-384-031+
435,156,4,0,0,2,3,-:156-435-255:+400-156-435-255+ | H-761:156-435-255:+400-156-435-255+ | H-985:156-435-255:+156-435-255+ | M-97:156-435-255:+156-435-255+
255,435,36,12,0.3333333333333333,4,5,-:435-255-<END>:+400-156-435-255+ | -:435-255-<END>:+154-435-255+ | H-1938:435-255-<END>:+740-690-435-255+ | H-1797:435-255-055:+740-690-435-255-055+ | H-12:435-255-803:+740-690-435-255-803-220-240-235-002-817+
495,776,3,3,1,2,2,-:776-495-<END>:+776-495+ | H-300:776-495-<END>:+400-740-776-495+ | K-63:776-495-<END>:+400-740-776-495+
550,060,24,23,0.9583333333333334,4,6,-:060-550-<END>:+060-550+ | H-1893:060-550-<END>:+390-003-060-550+ | H-1776:060-550-<END>:+740-390-590-060-550+ | H-2040:060-550-<END>:+740-803-060-550+ | H-1840:060-550-<END>:+090-740-255-705-060-550+
090,400,9,3,0.3333333333333333,2,3,H-1056:400-090-740:+400-090-740-220-003+ | H-1957:400-090-<END>:+400-090+ | H-1906:400-090-740:+400-090-740-400-090+ | H-1906:400-090-<END>:+400-090-740-400-090+ | H-2197:400-090-740:+400-090-740-100-390-231+
003,220,16,7,0.4375,5,4,H-1056:220-003-<END>:+400-090-740-220-003+ | H-1043:220-003-002:+151-760-220-003-002-861+ | H-68:220-003-002:+090-740-220-003-002-390-072+ | H-134:220-003-002:+740-405-590-220-003-002-861+ | K-9:220-003-900:+515-740-220-003-900+
231,151,1,1,1,1,1,H-73:151-231-<END>:+151-231+
384,156,3,0,0,1,3,-:156-384-031:+156-384-031-400+ | H-324:156-384-031:+400-156-384-031+ | H-368:156-384-031:+400-156-384-031+
031,384,5,3,0.6,2,5,-:384-031-400:+156-384-031-400+ | H-1943:384-031-<END>:+740-384-031+ | H-324:384-031-<END>:+400-156-384-031+ | H-368:384-031-<END>:+400-156-384-031+ | Ns-87:384-031-950:+740-384-031-950-001-741-257-840+
400,031,2,1,0.5,2,2,-:031-400-<END>:+156-384-031-400+ | M-1974:031-400-521:+064-031-400-521-002-820+
900,740,24,0,0,3,5,H-1045:740-900-005:+740-900-005-002-820+ | H-25:740-900-003:+740-900-003-806-033-705-235-055+ | H-60:740-900-003:+621-740-900-003/002-820+ | H-468:740-900-003:+740-900-003-002-940-705+ | H-474:740-900-482:+740-900-482-484-900+
005,900,10,5,0.5,2,3,H-1045:900-005-002:+740-900-005-002-820+ | H-512:900-005-<END>:+740-900-005+ | H-589:900-005-033:+740-900-005-033+ | M-138:900-005-<END>:+740-900-005+ | M-194:900-005-<END>:+090-740-900-005+
002,005,8,1,0.125,2,3,H-1045:005-002-820:+740-900-005-002-820+ | H-1517:005-002-<END>:+405-005-002+ | M-1927:005-002-817:+390-005-002-817+ | M-1907:005-002-455:+390-005-002-455-511+ | M-20:005-002-861:+390-005-002-861-036-460-513+
