id,cisis,text,token_count,duplicate_weight,site,type,material,symbol,cult
2540.1,M-12,+740-390-590-233-002-368-202-892-371+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2541.1,M-13,+368-304-125+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2542.1,M-14,+740-776-503-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2543.1,M-15,+090-740-176-002-861+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2544.1,M-16,+820-130-035-171+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2545.1,M-17,+390-016-002-814-560+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2546.1,M-18,+932-740-055+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2548.1,M-20,+390-005-002-861-036-460-513+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2549.1,M-21,+350-001-740-362-692-032-002-861+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2552.1,M-24,+090-740-240-235-002-906-140+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,HAF
2553.1,M-25,+617-243-706-595+,4,1,Mohenjo-daro,SEAL:S,NA,Bull1:J,R
2554.1,M-26,+090-740-531-060-692+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RBN
2556.1,M-28,+892-374-740-760-840-416-002-861+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2557.1,M-29,+740-055-240-235-806-002-220-455-503+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2558.1,M-30,+740-752-017-503-240-235-806+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2559.1,M-31,+740-269-511-233-060-820+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2561.1,M-33,+740-032-923-382-233-002-112+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2562.1,M-34,+740-336-176-002-405-372-374+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2563.1,M-35,+740-390-590-233-231-002-107+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2564.1,M-36,+740-794-630-220-032-002-368-906-329+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2566.1,M-38,+740-690-435-255-220-032-240-235-002-390-125-632-032+,13,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2568.1,M-40,+391-002-527-475-005+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2569.1,M-41,+740-636-240-233-235-002-405-125-820+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2570.1,M-42,+527-550-240-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2571.1,M-43,+740-798-231-002-055-373+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2572.1,M-44,+740-760-033-705-803-002-920-317+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2573.1,M-45,+617-831-013-302-840-032+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2574.1,M-46,+740-798-240-235-002-220-065-215+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2575.1,M-47,+740-760-235-002-861+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SA
2576.1,M-48,+390-820-463-060-368-920+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2577.1,M-49,+527-550-240-220-032-002-300-350-032-190+,10,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2578.1,M-50,+740-585-017-033-705-240-798-002-820+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2579.1,M-51,+740-798-460-350-235-741-390-140+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2580.1,M-52,+740-904-032-220-415-235-803-002-504-717+,10,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2581.1,M-53,+090-740-220-016-002-297-190-920-140+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2582.1,M-54,+236-240-033-705-798-002-820+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2584.1,M-56,+740-877-032-235-060-550-611-840+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2585.1,M-57,+226-032-231-798-002-693+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2586.1,M-58,+740-460-503-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2587.1,M-59,+368-003-742-060-920+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2591.1,M-63,+526-555-060-550+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RBN
2592.1,M-64,+520-033-706-060-220-004+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RAF
2593.1,M-65,+520-220-031-001-706-575+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,RAF
2597.1,M-69,+740-803-231-060-692+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2598.1,M-70,+226-032-002-390-692+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:T,SAF
2599.1,M-71,+151-279-142-002-390-095+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2600.1,M-72,+740-255-705-140-003-002-861+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:V,None
2601.1,M-73,+400-520-897+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2602.1,M-74,+595-575-704-140+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2603.1,M-75,+520-220-004-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2604.1,M-77,+832-390-803-002-861+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2605.1,M-78,+740-344-032-545+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2607.1,M-80,+156-003-060-368-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2608.1,M-81,+527-555-240-002-617-070+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2609.1,M-82,+740-222-002-207-550-390+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2610.1,M-83,+390-018-796+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2611.1,M-84,+740-765-240-001-368-920+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2612.1,M-85,+520-233-741-081-272+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2613.1,M-86,+520-033-705-231-002-820-700+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2614.1,M-87,+400-890-104+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2615.1,M-88,+527-388-233+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2616.1,M-89,+740-794-734-032-235+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2617.1,M-90,+740-840-013-031-002-817+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2618.1,M-91,+740-100-798-220-032-002-861-255-416+,9,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2619.1,M-92,+740-798-460-350-002-814-084+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2620.1,M-93,+156-003-240-741-345+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2621.1,M-94,+740-390-590-220-003+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2622.1,M-95,+390-003-002-111-165+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2623.1,M-96,+156-004+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2625.1,M-98,+740-585-017-900+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2626.1,M-99,+740-215-002-368-119+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2627.1,M-100,+090-740-255-705-002-861+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2628.1,M-101,+390-503-740-168-002-817+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2629.1,M-102,+154-003-900-545+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2630.1,M-103,+390-004-002-820+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2631.1,M-104,+090-740-220-235-853+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2634.1,M-107,+740-565-233-002-940-260+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2635.1,M-108,+413-820-220-065-798-550-820+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2636.1,M-109,+740-879-220-415-002-287-140+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2638.1,M-111,+740-920-320-233-001-821+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2639.1,M-112,+740-760-220-016-382-741-572-684+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2640.1,M-113,+740-032-840-741-060-920+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2641.1,M-114,+740-760-440-002-297-416+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2642.1,M-115,+390-844-140-176-803-002-301-190+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,SAN
2643.1,M-116,+740-100-176-840-013-002-817+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2644.1,M-117,+520-033-705-220-803-055-002-820+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2645.1,M-118,+740-772-033-705-233-803-002-861+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2646.1,M-119,+151-337-484-002-390-125-632-032-900-563+,10,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2648.1,M-121,+740-900-790-233-798+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2650.1,M-123,+400-093-368-072+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2651.1,M-124,+740-923-220-032+,4,1,Mohenjo-daro,SEAL:S,Clay,Bull1:W,SAF
2653.1,M-126,+520-552-060-692+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2654.1,M-127,+565-740-220-741-176+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2655.1,M-128,+740-923-803-741-500-705+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2656.1,M-129,+520-233-240-235-741-360+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2657.1,M-130,+740-094-220-032-002-144+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2658.1,M-131,+740-390-590-741-390-790+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2659.1,M-132,+156-003-545+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2660.1,M-133,+527-550-240-220-255-812-906-388+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2661.1,M-134,+872-032-692+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2662.1,M-135,+520-033-705-031+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAF
2663.1,M-136,+090-740-220-016-031-908-545+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAF
2666.1,M-139,+033-832-236-741-361+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2667.1,M-140,+740-336-002-220-065-440-455+,7,1,Mohenjo-daro,SEAL:S,Faience,Bull1:S,RAF
2669.1,M-142,+136-140-002-861+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2670.1,M-143,+740-205-032-002-252-840+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2671.1,M-144,+740-100-415-240-002-817+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RBN
2672.1,M-145,+740-400-142-880+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,HAF
2673.1,M-146,+740-255-920-060-692+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2674.1,M-147,+226-803-002-220-455-520+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2675.1,M-148,+740-817-556+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2676.1,M-149,+740-760-440-060-550+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2677.1,M-150,+740-832+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2678.1,M-151,+220-065-864+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2679.1,M-152,+740-772-002-861+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2680.1,M-153,+269-130-190+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RCN
2681.1,M-154,+520-220-621-415-002-257-898+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RBF
2682.1,M-155,+740-176-031+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2683.1,M-157,+740-900-790-233-798-001-820+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2684.1,M-158,+390-016-060-550+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2685.1,M-159,+740-048-741-250-579+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2686.1,M-160,+151-243-031-002-820-741+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2687.1,M-161,+617-122-003+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:V,SAN
2688.1,M-162,+740-760-840-552-003+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:X,SAN
2689.1,M-163,+520-220-415-060-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAF
2690.1,M-164,+740-142-061-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:X,SAN
2691.1,M-166,+390-844-240-806-002-861+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2695.1,M-170,+740-923-406-061-070-032-741-861+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2696.1,M-171,+407-061-740-923-233-806-060-692+,8,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2697.1,M-172,+405-018-001-220-786-850+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAF
2698.1,M-173,+740-388-900-320-806+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2699.1,M-174,+740-923-220-032-002-820+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:T,SAN
2702.1,M-177,+390-003-002-803+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2706.1,M-180,+740-621+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2707.1,M-181,+520-175-002-295-502+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2708.1,M-183,+520-233-060-297+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2709.1,M-184,+090-740-101-853+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2712.1,M-187|M-193,+156-005+,2,2,Mohenjo-daro,SEAL:S,Steatite,Bull1:S|Bull1:W,SAN
2714.1,M-189,+436-740-176+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2715.1,M-190,+156-843+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2716.1,M-191,+090-125+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2717.1,M-192,+700-521-702+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2719.1,M-194,+090-740-900-005+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2720.1,M-195,+298-350-590-032-900-853+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2721.1,M-196,+861-495-368-836-741+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2722.1,M-197,+161-097+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2723.1,M-198,+740-760-840-552-002-817+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2724.1,M-199,+090-740-100-415-240-002-861+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2725.1,M-200,+740-222-002-820+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2727.1,M-202,+400-241-031-060-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2728.1,M-203,+740-390-590-741-081-220+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2729.1,M-204|M-823,+740-061-002-817+,4,2,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2730.1,M-205,+832-904-001-820+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2731.1,M-207,+892-831,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAN
2733.1,M-209,+151-740-231+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2734.1,M-210,+368-861-903+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2735.1,M-211,+090-740-100-220-002-031-165+,7,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,RAF
2737.1,M-213,+740-384-002-390-346+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,RAF
2738.1,M-214,+400-267-820+,3,1,Mohenjo-daro,SEAL:S,Faience,Bull1:I,SAN
2739.1,M-1626|M-215,+151-033+,2,3,Mohenjo-daro,POT:T:g|SEAL:S,Clay|Steatite,Bull1:I|None,None|SAN
2740.1,M-216,+151-717+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:U,SAN
2741.1,M-217,+740-877-032-233+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,SAN
2742.1,M-218,+400-220-428+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAF
2743.1,M-219,+527-456+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2745.1,M-221,+740-760-335-220-032-002-820+,7,1,Mohenjo-daro,SEAL:S,NA,Bull1:I,SAN
2746.1,M-222,+244-277-255+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2747.1,M-223,+740-705+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,S390
2749.1,M-225,+241-002-880+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2750.1,M-226,+740-365-278-061+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2754.1,M-230,+090-740-176-233+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2755.1,M-231,+400-740-100-415+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:I,SAN
2756.1,M-232,+236-002-390-707+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull2,SAF
2759.1,M-236,+520-033-706-240-233-803+,6,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2761.1,M-238,+740-803-233+,3,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2762.1,M-239,+740-760-921-235-002-112+,6,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2763.1,M-240,+520-240-220-032-002-861-603+,7,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2764.1,M-241,+090-740-032-840-741-572-683+,7,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2765.1,M-242,+740-721-002-301-350+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2766.1,M-243,+892-590-894-140-545+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2768.1,M-245,+740-760-070-921-460-503-002-817+,8,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2769.1,M-246,+740-503-235-233-002-817+,6,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2770.1,M-247,+390-017-741-060-920+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2771.1,M-248,+740-100-415-002-705-590+,6,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2772.1,M-249,+140-165-740-176-220-803+,6,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2773.1,M-250,+804-233-231+,3,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2774.1,M-251,+390-003-002-125-350+,5,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2775.1,M-252,+400-150-617-055-001-150-243+,7,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2776.1,M-253,+527-550-803-002-368-518+,6,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2777.1,M-254,+435-255-390-005+,4,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2778.1,M-255,+740-879-233+,3,1,Mohenjo-daro,SEAL:S,Steatite,Gaur,Trough
2780.1,M-257,+600-740-060-920+,4,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2782.1,M-259,+520-231-002-817+,4,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2783.1,M-260,+090-740-220-014-002-820+,6,1,Mohenjo-daro,SEAL:S,Faience,Zebu,None
2784.1,M-261,+740-061-001-694+,4,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2786.1,M-263,+090-740-400-350-031-545+,6,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2787.1,M-264|M-388,+740-519+,2,2,Mohenjo-daro,SEAL:R|SEAL:S,Steatite,None|Zebu,None
2789.1,M-266,+565-740-798-235-233-013-269-632+,8,1,Mohenjo-daro,SEAL:S,Steatite,Buff,Trough
2790.1,M-267,+740-630-155-002-679+,5,1,Mohenjo-daro,SEAL:S,Steatite,Buff,Trough
2791.1,M-268,+215-001-480-090-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,Buff,Trough
2792.1,M-269,+740-615-495+,3,1,Mohenjo-daro,SEAL:S,Steatite,Buff,None
2793.1,M-272,+002-818+,2,1,Mohenjo-daro,SEAL:S,Faience,Goat:6,None
2795.1,M-274,+740-760-264-231-742-315-032+,7,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,Trough
2796.1,M-275,+090-740-760-717-853+,5,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,Trough
2797.1,M-276,+520-033-705-176+,4,1,Mohenjo-daro,SEAL:S,Steatite,Rhin,Trough
2799.1,M-278,+621-390-004-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2801.1,M-280,+740-482-240-002-944-920-140+,7,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2802.1,M-281,+740-460-510-250-853+,5,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2803.1,M-282,+156-142-368-817+,4,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2804.1,M-283,+390-018+,2,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2806.1,M-285,+504-350-240-002-861+,5,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2807.1,M-286,+740-255-705+,3,1,Mohenjo-daro,SEAL:S,Steatite,Elep,None
2809.1,M-289,+740-176-240-002-817+,5,1,Mohenjo-daro,SEAL:S,Steatite,Tigr,Trough
2810.1,M-290,+400-345-279+,3,1,Mohenjo-daro,SEAL:S,Steatite,Tigr,NA
2811.1,M-291,+740-890-692+,3,1,Mohenjo-daro,SEAL:S,Steatite,Othr,None
2812.1,M-292,+390-003-060-920+,4,1,Mohenjo-daro,SEAL:S,Steatite,Gavi,None
2813.1,M-293,+151-416-741-849+,4,1,Mohenjo-daro,SEAL:S,Steatite,Gavi,None
2814.1,M-1439|M-1441|M-1442|M-1443|M-294,+740-220-003+,3,5,Mohenjo-daro,SEAL:R|SEAL:S|TAB:B,Steatite,None|Scene,None
2816.1,M-296,+621-520-220-060-880+,5,1,Mohenjo-daro,SEAL:S,Steatite,Othr,None
2817.1,M-297,+090-740-240-575-703-060+,6,1,Mohenjo-daro,SEAL:S,Steatite,Othr,None
2821.1,M-302,+520-231-235+,3,1,Mohenjo-daro,SEAL:S,Steatite,CompBull,None
2822.1,M-303,+520-033-705-060-820+,5,1,Mohenjo-daro,SEAL:S,Steatite,CompBull,None
2823.1,M-304,+090-740-220-742-534-550-090+,7,1,Mohenjo-daro,SEAL:S,Steatite,Scene,None
2825.1,M-306,+621-740-798-838-741-092-850+,7,1,Mohenjo-daro,SEAL:S,Steatite,T-M-T,None
2826.1,M-307,+740-904-032-060-550+,5,1,Mohenjo-daro,SEAL:S,Steatite,T-M-T,None
2827.1,M-308,+520-220-002-727-317+,5,1,Mohenjo-daro,SEAL:S,Steatite,T-M-T,None
2828.1,M-309,+224-740-061-002-824+,5,1,Mohenjo-daro,SEAL:S,Steatite,T-A-T,None
2830.1,M-311,+401-002-368-165+,4,1,Mohenjo-daro,SEAL:S,Steatite,Comp,None
2833.1,M-315,+390-034-002-374-228-741+,6,1,Mohenjo-daro,SEAL:S,Steatite,None,None
2834.1,M-316,+367-390-710-002-861+,5,1,Mohenjo-daro,SEAL:S,Steatite,None,None
2835.1,M-317,+255-060-692-401-920+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1,SAN
2836.1,M-318,+031-575+,2,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2836.2,M-318,+390-003-002-031-575+,5,1,Mohenjo-daro,SEAL:S,Steatite,Zebu,None
2837.1,M-319,+740-812-033-240-220-032+,6,1,Mohenjo-daro,SEAL:S,Steatite,Tigr,Trough
2838.1,M-320,+740-176-741-390-125+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:W,SAN
2839.1,M-321,+617-831+,2,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2840.1,M-322,+740-061-060-820+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:J,SAN
2841.1,M-323,+520-220-415-235+,4,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2842.1,M-324,+740-215+,2,2,Mohenjo-daro,SEAL:S,Steatite,Mult,SAN
2843.1,M-325,+241-803-002-850-493+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2843.2,M-325,+241-803-002-850-491+,5,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:L,SAN
2844.1,M-326,+740-904-235-741-060-920+,6,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
2844.2,M-326,+820-003-645+,3,1,Mohenjo-daro,SEAL:S,Steatite,Bull1:S,SAN
