"queue_rank","priority_band","source_validation_need","representative_cisi","family_cisis","representative_lipi_id","harsh_id","site","type","material","symbol","direction","text","tokens","token_count","family_size","family_source_weight","direction_outcome","stored_logprob","reversed_logprob","diff_per_transition","major_leave_one_delta_stored_win","site_leave_one_delta_stored_win","source_hint_count","best_source_rank","best_source_file","best_status_text","best_source_url","best_local_image","best_sha256","best_note","source_files"
"285","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-1921","H-1921;H-2207;H-246","498.1","one_edit_family_00043","Harappa","TAB:B","-","None","R/L","+125-700-033+","125 700 033","3","2","3","stored_higher","-16.516299","-17.800904","0.321151","0.000478","0.002333","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"286","P2_validate_positive_support","find_public_or_request_source_route","H-29","H-29","1089.1","one_edit_family_00287","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+595-140-640+","595 140 640","3","1","1","stored_higher","-22.283066","-23.501224","0.304539","0.003574","0.002333","0","0","","","","","","",""
"287","P2_validate_positive_support","find_public_or_request_source_route","M-522","M-522","2997.1","one_edit_family_00288","Mohenjo-daro","TAB:C","Copper","Gaur","R/L","+595-343-615+","595 343 615","3","1","1","stored_higher","-18.985095","-20.203253","0.304539","0.003574","0.005611","0","0","","","","","","",""
"288","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1688","M-1688","2231.1","one_edit_family_00042","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+125-435-255-002-286-220-031-012-031-455-033-590+","125 435 255 002 286 220 031 012 031 455 033 590","12","1","1","stored_higher","-69.821241","-73.536684","0.285803","0.003574","-0.003867","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"289","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1745","M-1745","2393.1","one_edit_family_00171","Mohenjo-daro","SEAL:S","Steatite","Bull1:L","R/L","+368-821-055-031-002-031-892+","368 821 055 031 002 031 892","7","1","1","stored_higher","-41.064273","-43.177237","0.264121","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"290","P2_validate_positive_support","find_public_or_request_source_route","M-2000","M-2000","4014.1","one_edit_family_00340","Mohenjo-daro","POT:T:s","Clay","Bull1","R/L","+790-005-956+","790 005 956","3","1","1","stored_higher","-22.473327","-23.509419","0.259023","0.000478","0.000872","0","0","","","","","","",""
"291","P2_validate_positive_support","find_public_or_request_source_route","H-219","H-219;H-801;M-1180;M-1202","3552.2","one_edit_family_00027","Harappa","TAB:B","-","None","R/L","+415-035-171+","415 035 171","3","3","4","stored_higher","-21.219637","-22.083602","0.215991","0.003574","0.002333","0","0","","","","","","",""
"292","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-2217","H-2217","679.3","one_edit_family_00148","Harappa","TAB:I","Steatite","None","R/L","+257-360+","257 360","2","1","1","stored_higher","-16.854422","-17.501049","0.215542","0.003574","0.002333","12","5","lipi_frame700_034_independent_source_leads.csv","confidence:no_public_hit_in_checked_layer","","","","paired with H-2204 only after source side relation is checked","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"293","P2_validate_positive_support","find_public_or_request_source_route","M-1724","M-1724","2280.1","one_edit_family_00238","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+427-003-001-165-309+","427 003 001 165 309","5","1","1","stored_higher","-35.280237","-36.316328","0.172682","0.000478","0.000872","0","0","","","","","","",""
"294","P2_validate_positive_support","find_public_or_request_source_route","M-370","M-370","2866.1","one_edit_family_00351","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+832-904-740-444-388-233-798-806+","832 904 740 444 388 233 798 806","8","1","1","stored_higher","-51.038416","-52.572346","0.170437","0.000478","0.000872","0","0","","","","","","",""
"295","P2_validate_positive_support","find_public_or_request_source_route","M-1985","M-1985","2480.1","one_edit_family_00037","Mohenjo-daro","SEAL:R","Steatite","None","R/L","+100-904-717-220-415-806-742+","100 904 717 220 415 806 742","7","1","1","stored_higher","-47.265764","-48.581441","0.16446","0.000478","0.000872","0","0","","","","","","",""
"296","P2_validate_positive_support","find_public_or_request_source_route","M-153","M-153","2680.1","one_edit_family_00150","Mohenjo-daro","SEAL:S","Steatite","Bull1:J","R/L","+269-130-190+","269 130 190","3","1","1","stored_higher","-22.757144","-23.403771","0.161657","0.000478","0.000872","0","0","","","","","","",""
"297","P2_validate_positive_support","find_public_or_request_source_route","M-921","M-921","3318.1","one_edit_family_00274","Mohenjo-daro","SEAL:S","-","Bull1:L","R/L","+550-740-220-060-297-630+","550 740 220 060 297 630","6","1","1","stored_higher","-37.900861","-38.948829","0.14971","0.000478","0.000872","0","0","","","","","","",""
"298","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-92","H-92","1148.1","one_edit_family_00091","Harappa","SEAL:S","Steatite","Elep","R/L","+156-176-518-220-416-002-615+","156 176 518 220 416 002 615","7","1","1","stored_higher","-44.874441","-45.910533","0.129511","0.000478","-0.006676","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"299","P2_validate_positive_support","find_public_or_request_source_route","M-954","M-954","3349.1","one_edit_family_00244","Mohenjo-daro","SEAL:S","Steatite","Bull1","R/L","+481-740-255-360+","481 740 255 360","4","1","1","stored_higher","-29.75208","-30.398708","0.129325","0.003574","-0.008607","0","0","","","","","","",""
"300","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-1909","M-1909","4002.1","one_edit_family_00163","Mohenjo-daro","SEAL:S","-","Rhin","R/L","+368-005-002-590-455+","368 005 002 590 455","5","1","1","stored_higher","-29.271772","-30.022933","0.125193","0.000478","0.000872","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"301","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-494","M-494","2975.3","one_edit_family_00364","Mohenjo-daro","TAB:B","Clay","None","R/L","+921-100-415-904-017-032-820-740-904-741+","921 100 415 904 017 032 820 740 904 741","10","1","1","stored_higher","-63.569451","-64.885128","0.119607","0.000478","0.000872","3","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"302","P2_validate_positive_support","find_public_or_request_source_route","M-1689","M-1689","2206.1","one_edit_family_00076","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+153-803-595+","153 803 595","3","1","1","stored_higher","-21.595468","-21.99681","0.100335","0.000478","-0.003867","0","0","","","","","","",""
"303","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-6","H-6","1067.1","one_edit_family_00159","Harappa","SEAL:S","Steatite","Bull1:W","R/L","+317-890-001-032-776-625+","317 890 001 032 776 625","6","1","1","stored_higher","-41.594827","-42.241454","0.092375","0.000478","0.002333","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"304","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","M-948","M-948","3343.1","one_edit_family_00236","Mohenjo-daro","SEAL:S","Steatite","Bull1","R/L","+426-003-002-388-031+","426 003 002 388 031","5","1","1","stored_higher","-32.6164","-33.120647","0.084041","0.000478","-0.003867","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"305","P2_validate_positive_support","find_public_or_request_source_route","M-624","M-624","3075.1","one_edit_family_00110","Mohenjo-daro","SEAL:S","Steatite","Bull1:W","R/L","+190-125-575+","190 125 575","3","1","1","stored_higher","-22.618029","-22.897613","0.069896","0.003574","0.000872","0","0","","","","","","",""
"306","P2_validate_positive_support","find_public_or_request_source_route","M-920","M-920","3317.1","one_edit_family_00149","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+267-413-575+","267 413 575","3","1","1","stored_higher","-22.415974","-22.695558","0.069896","0.003574","0.005611","0","0","","","","","","",""
"307","P2_validate_positive_support","find_public_or_request_source_route","M-1197","M-1197;M-993","3548.1","one_edit_family_00239","Mohenjo-daro","SEAL:S","-","None","R/L","+435-001-003+","435 001 003","3","2","2","stored_higher","-20.725342","-20.943595","0.054563","0.000478","0.000872","0","0","","","","","","",""
"308","P2_validate_positive_support","find_public_or_request_source_route","H-645","H-645","1560.1","one_edit_family_00292","Harappa","SEAL:R","Steatite","None","R/L","+595-632-740-550+","595 632 740 550","4","1","1","stored_higher","-24.971366","-25.009785","0.007684","0.000478","0.002333","0","0","","","","","","",""
"309","P2_validate_positive_support","replace_non_source_grade_catalogue_hint","H-1354","H-1354;H-2213;H-2214;H-2246;H-360","222.1","one_edit_family_00349","Harappa","TAB:I","Steatite","Bult","R/L","+824-032-578-415+","824 032 578 415","4","2","5","stored_higher","-26.46254","-26.484963","0.004484","0.000478","-0.006676","12","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1354. Metadata source hooks: 11349583. Packet rows to verify: 222.3 +700-034+. All local rows to reconcile: 222.1 +824-032-578-415+; 222.2 +740-714-840-799+; 222.3 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"310","P3_tie_or_low_information","replace_non_source_grade_catalogue_hint","H-766","H-766","1658.1","one_edit_family_00034","Harappa","TAB:B","Faience","None","R/L","+065-826+","065 826","2","1","1","tie","-19.84275","-19.84275","0","-0.002618","-0.006676","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-766. Metadata source hooks: H715359. Packet rows to verify: 1658.2 +700-032+. All local rows to reconcile: 1658.1 +065-826+; 1658.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"311","P3_tie_or_low_information","find_public_or_request_source_route","H-1005","H-1005","1158.1","one_edit_family_00337","Harappa","POT:T:g","Clay","None","R/L","+748-530-323-316+","748 530 323 316","4","1","1","tie","-31.447644","-31.447644","0","-0.002618","-0.006676","0","0","","","","","","",""
"312","P3_tie_or_low_information","find_public_or_request_source_route","H-150","H-150","1191.1","one_edit_family_00031","Harappa","SEAL:R","Steatite","None","R/L","+063-740-918+","063 740 918","3","1","1","tie","-26.691258","-26.691258","0","-0.002618","-0.006676","0","0","","","","","","",""
"313","P3_tie_or_low_information","find_public_or_request_source_route","H-513","H-513","1490.1","one_edit_family_00041","Harappa","SEAL:S","Steatite","Bull1:U","R/L","+111-833-528+","111 833 528","3","1","1","tie","-25.630533","-25.630533","0","-0.002618","-0.006676","0","0","","","","","","",""
"314","P3_tie_or_low_information","find_public_or_request_source_route","H-876","H-876","1759.1","one_edit_family_00111","Harappa","TAB:B","Steatite","None","R/L","+200-705-380+","200 705 380","3","1","1","tie","-26.059529","-26.059529","0","-0.002618","-0.006676","0","0","","","","","","",""
"315","P3_tie_or_low_information","find_public_or_request_source_route","H-90","H-90","1146.1","one_edit_family_00250","Harappa","SEAL:S","Steatite","Elep","R/L","+521-368-280-192-440+","521 368 280 192 440","5","1","1","tie","-35.511596","-35.511596","0","-0.002618","0.002333","0","0","","","","","","",""
"316","P3_tie_or_low_information","find_public_or_request_source_route","M-1117","M-1117","3488.1","one_edit_family_00354","Mohenjo-daro","SEAL:S","Steatite","Zebu","R/L","+855-297-892+","855 297 892","3","1","1","tie","-22.885107","-22.885107","0","-0.002618","-0.003867","0","0","","","","","","",""
"317","P3_tie_or_low_information","find_public_or_request_source_route","M-1193","M-1193","3544.1","one_edit_family_00052","Mohenjo-daro","SEAL:S","Steatite","None","R/L","+143-096+","143 096","2","1","1","tie","-19.813422","-19.813422","0","-0.002618","-0.003867","0","0","","","","","","",""
"318","P3_tie_or_low_information","find_public_or_request_source_route","M-1548","M-1548","3788.2","one_edit_family_00338","Mohenjo-daro","TAB:C","Copper","None","R/L","+749-479+","749 479","2","1","1","tie","-19.813422","-19.813422","0","-0.002618","-0.003867","0","0","","","","","","",""
"319","P3_tie_or_low_information","replace_non_source_grade_catalogue_hint","M-1569","M-1569","3798.1","one_edit_family_00363","Mohenjo-daro","TAB:C","Copper","-","R/L","+904-032-904+","904 032 904","3","1","1","tie","-24.275011","-24.275011","0","-0.002618","-0.003867","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"320","P3_tie_or_low_information","find_public_or_request_source_route","M-1652","M-1652","3842.1","one_edit_family_00021","Mohenjo-daro","ROD","Ivory","None","R/L","+031-645-645-031+","031 645 645 031","4","1","1","tie","-24.297453","-24.297453","0","-0.002618","-0.003867","0","0","","","","","","",""
"321","P3_tie_or_low_information","find_public_or_request_source_route","M-2101","M-2101","4039.1","one_edit_family_00333","Mohenjo-daro","ROD","Ivory","None","R/L","+723-066-828+","723 066 828","3","1","1","tie","-25.630533","-25.630533","0","-0.002618","-0.003867","0","0","","","","","","",""
"322","P3_tie_or_low_information","replace_non_source_grade_catalogue_hint","M-272","M-272","2793.1","one_edit_family_00010","Mohenjo-daro","SEAL:S","Faience","Goat:6","R/L","+002-818+","002 818","2","1","1","tie","-17.33769","-17.33769","0","-0.002618","-0.003867","2","0","effective_unicity_directionality_source_queue_source_index.csv","","","","","","effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv"
"323","P3_tie_or_low_information","find_public_or_request_source_route","M-481","M-481","2965.2","one_edit_family_00332","Mohenjo-daro","TAB:B","Clay","Anth","R/L","+718-815+","718 815","2","1","1","tie","-19.813422","-19.813422","0","-0.002618","-0.003867","0","0","","","","","","",""
"324","P3_tie_or_low_information","find_public_or_request_source_route","M-975","M-975","3368.1","one_edit_family_00318","Mohenjo-daro","SEAL:S","Steatite","Bull1:S","R/L","+680-297-741-910+","680 297 741 910","4","1","1","tie","-32.072163","-32.072163","0","-0.002618","-0.003867","0","0","","","","","","",""
