"iteration","has_all_three_categories","has_at_least_four_y_values","has_at_least_three_sites","has_target_and_non240_817","has_outside_861_multisite","categories","y_values","sites"
"199","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Mohenjo-daro"
"200","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"201","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"202","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"203","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"204","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"205","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"206","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"207","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"208","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"209","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"210","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"211","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"212","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"213","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"214","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"215","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"216","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"217","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Kalibangan;Mohenjo-daro"
"218","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"219","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Mohenjo-daro"
"220","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"221","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"222","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"223","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"224","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"225","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"226","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"227","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"228","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"229","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"230","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"231","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"232","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"233","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"234","true","false","true","false","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"235","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"236","true","false","true","false","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"237","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"238","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"239","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"240","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"241","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"242","false","true","true","true","false","non240_a_220_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"243","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Mohenjo-daro"
"244","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"245","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"246","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"247","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"248","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"249","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"250","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"251","false","false","true","false","true","non240_a_220_032;outside_a_220_x_032","820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"252","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"253","false","false","true","false","true","non240_a_220_032;outside_a_220_x_032","820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"254","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"255","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"256","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"257","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"258","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Kalibangan;Mohenjo-daro"
"259","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"260","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"261","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"262","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"263","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Kalibangan;Mohenjo-daro"
"264","true","false","true","true","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"265","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820","Chanhu-daro;Mohenjo-daro"
"266","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"267","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"268","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"269","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"270","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"271","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"272","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"273","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"274","true","false","true","false","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"275","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"276","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Mohenjo-daro"
"277","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"278","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"279","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"280","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"281","false","false","true","false","false","non240_a_220_032;target_240_220_032","820;861","Harappa;Kalibangan;Mohenjo-daro"
"282","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"283","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"284","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"285","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"286","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"287","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"288","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"289","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"290","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"291","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"292","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"293","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"294","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"295","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"296","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"297","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"298","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Kalibangan;Mohenjo-daro"
"299","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"300","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Kalibangan;Mohenjo-daro"
"301","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"302","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"303","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Kalibangan;Mohenjo-daro"
"304","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"305","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"306","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
