"cisi","source_hint_count","best_source_rank","best_source_file","best_status_text","best_source_url","best_local_image","best_sha256","best_note","source_files"
"H-1100","4","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1100. Metadata source hooks: -797. Packet rows to verify: 3959.2 +700-032+. All local rows to reconcile: 3959.1 +740-904-240-002-817+; 3959.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-1102","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1102. Metadata source hooks: 2891347. Packet rows to verify: 273.2 +700-032+. All local rows to reconcile: 273.1 +400-740-382+; 273.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-1120","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1120. Metadata source hooks: 13968155. Packet rows to verify: 3968.2 +700-034+. All local rows to reconcile: 3968.1 +740-000-000-705+; 3968.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-1123","9","5","lipi_frame700_034_independent_source_leads.csv","confidence:no_public_hit_in_checked_layer","","","","need source image because catalog handle alone is not enough","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-1138","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1138. Metadata source hooks: -346. Packet rows to verify: 198.2 +700-034+. All local rows to reconcile: 198.1 +740-603-240-060-692+; 198.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-1273","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1273. Metadata source hooks: 2568508. Packet rows to verify: 265.2 +700-034+. All local rows to reconcile: 265.1 +400-740-176+; 265.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-1284","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1284. Metadata source hooks: -458. Packet rows to verify: 4069.2 +700-034+. All local rows to reconcile: 4069.1 +520-220-415+; 4069.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-1302","3","5","lipi_frame700_034_source_acquisition_manifest.csv","T2/T4_lead_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1302. Metadata source hooks: 2366. Packet rows to verify: 4073.2 +700-033+. All local rows to reconcile: 4073.1 +400-740-176+; 4073.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-1303","3","5","lipi_frame700_034_source_acquisition_manifest.csv","T2/T4_lead_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1303. Metadata source hooks: 2357879. Packet rows to verify: 4077.2 +700-033+. All local rows to reconcile: 4077.1 +400-740-176+; 4077.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-1304","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1304. Metadata source hooks: 2480. Packet rows to verify: 5470.2 +700-033+. All local rows to reconcile: 5470.1 +400-740-176+; 5470.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-1320","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1320. Metadata source hooks: 3027558. Packet rows to verify: 4072.2 +700-032+. All local rows to reconcile: 4072.1 +400-678+; 4072.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-1321","4","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1321. Metadata source hooks: Af97556. Packet rows to verify: 317.2 +700-032+. All local rows to reconcile: 317.1 +400-226-032+; 317.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-1344","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1344. Metadata source hooks: -752. Packet rows to verify: 4085.2 +700-033+. All local rows to reconcile: 4085.1 +400-740-176+; 4085.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-1345","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1345. Metadata source hooks: 3509902. Packet rows to verify: 4086.2 +700-033+. All local rows to reconcile: 4086.1 +400-740-176+; 4086.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-1346","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1346. Metadata source hooks: 2894900. Packet rows to verify: 4087.2 +700-033+. All local rows to reconcile: 4087.1 +400-740-176+; 4087.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-1347","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1347. Metadata source hooks: 1262896. Packet rows to verify: 4088.2 +700-033+. All local rows to reconcile: 4088.1 +400-740-176+; 4088.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-1354","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1354. Metadata source hooks: 11349583. Packet rows to verify: 222.3 +700-034+. All local rows to reconcile: 222.1 +824-032-578-415+; 222.2 +740-714-840-799+; 222.3 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-1771","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1771. Metadata source hooks: H2000-4375; Figure 36.03. Packet rows to verify: 371.1 +700-032+. All local rows to reconcile: 371.1 +700-032+; 371.2 +740-031-001-140+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-1772","10","5","lipi_frame700_034_independent_source_leads.csv","confidence:no_public_hit_in_checked_layer","","","","need every side plus row order and object metadata","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-1773","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1773. Metadata source hooks: H2000-4392; Figure 37.08. Packet rows to verify: 383.1 +700-032+. All local rows to reconcile: 383.1 +700-032+; 383.2 +740-031-001-140+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-1774","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-1774. Metadata source hooks: H99-4066; Figure 33.11. Packet rows to verify: 1021.2 +700-032+. All local rows to reconcile: 1021.1 +400-740-335-482-175+; 1021.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
