rank,scope,unit_kind,unit,context_field,context_value,n_rows,unit_rows,label_rows,support,expected,precision,recall,lift,log2_lift,z,max_null_ge_observed_share,worst_null_model,non_site_max_null_ge_observed_share,non_site_worst_null_model,field_max_null_ge_observed_share,field_worst_null_model,example_cisis,example_texts
184,context_exact,last,413,site_type_symbol,Harappa|TAB:B|None,2192,16,219,9,1.59854,0.5625,0.041096,5.630137,2.49317,6.191617,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-2016;H-1866;H-1991;H-1810|H-1815;H-1988|H-1989|H-1990;H-1814;H-1811|H-1812|H-1813|H-205|H-774;H-786|H-787,+700-032-740-335-575-413+;+824-892-413+;+824-892-413+;+033-711-335-575-413+;+700-033-711-335-575-413+;+740-033-711-335-575-413+;+700-033-711-335-575-413+;+824-892-413+
185,context_exact,last,231,material,Copper,2192,15,80,5,0.547445,0.333333,0.0625,9.133333,3.191141,6.150412,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-547;M-548;M-549;M-1548;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-690-435-255-231+;+407-032-520-095-585-017-231+
186,context_exact,unigram,002,symbol,Bull1:W,2192,487,308,110,68.428832,0.225873,0.357143,1.60751,0.684827,6.144853,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,C-66;C-60;C-3;C-10;H-1030;H-1033;H-1043;H-1680,+390-003-002-817+;+740-176-032-002-861+;+740-016-002-920-317+;+740-231-220-032-002-817+;+090-740-103-002-861+;+220-500-520-002-862-032+;+151-760-220-003-002-861+;+390-003-002-820+
187,context_exact,first,690,site_type_symbol,Harappa|TAB:I|None,2192,14,163,7,1.041058,0.5,0.042945,6.723926,2.749304,6.088399,1,shuffle_contexts_within_site,,,1,shuffle_units_within_site_type,H-1325|H-2192|H-300;H-2108|H-304;H-2109;H-328;H-917;H-919;H-987,+690-368-817+;+690-681+;+690-032-025+;+690-004+;+690-687+;+690-687+;+690-365-817+
188,context_exact,bigram,400-740,type,ROD,2192,115,15,6,0.786953,0.052174,0.4,7.624348,2.930614,6.056356,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2113;M-2098;M-2106;M-2107|M-2108;M-1651;M-2097,+400-740-760-435-690+;+400-740-176-140+;+400-740-585-838-240+;+400-740-840-013-240+;+400-740-585-838-240+;+400-740-176+
189,context_exact,unigram,142,site_type,Mohenjo-daro|TAB:C,2192,47,75,9,1.60812,0.191489,0.12,5.596596,2.48455,5.994638,1,shuffle_contexts_within_site,,,1,shuffle_contexts_within_site,M-519;M-520;M-574;M-1532|M-575|M-576;M-1458;M-1470;M-1528;M-1529,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+407-004-001-617-142+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+
190,context_exact,unigram,407,type_symbol,SEAL:R|None,2192,60,206,19,5.638686,0.316667,0.092233,3.369579,1.752568,5.992644,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1714;H-132;H-151;H-659;H-665;L-114;M-1953;M-1984,+407-790-032+;+154-806-471-407-845-740-233-231-798+;+407-017-060-193+;+407-845-140-740-233-240-798-365-263+;+407-004-060-692+;+740-407-590-904-220-032-803-060-920+;+407-845-233-806+;+407-003+
191,context_exact,unigram,034,site_type,Harappa|TAB:I,2192,30,226,13,3.093066,0.433333,0.057522,4.20295,2.071402,5.98779,1,shuffle_contexts_within_site,,,1,shuffle_contexts_within_site,H-1354|H-2246|H-983;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-2097|H-2154|H-358|H-892|H-938|H-945;H-2095|H-2096|H-2143|H-297|H-953|H-985;H-2069;H-2208;H-2204|H-2206|H-350;H-2236,+700-034+;+700-034+;+034-700+;+700-034+;+700-034-400-525-550+;+034-700+;+700-034+;+700-034+
192,context_exact,unigram,002,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W,2192,487,194,76,43.101277,0.156057,0.391753,1.763289,0.818269,5.94998,1,shuffle_contexts_within_site,,,1,shuffle_units_within_site_type,M-1766;M-1675;M-1697|M-712;M-1737;M-1677;M-1704;M-1765;M-1721,+740-032-845-240-002-269-892-810-033+;+621-390-844-002-820+;+390-003-002-861+;+740-760-072-921-032-002-820+;+520-382-032-002-820-001-440-012+;+740-760-605-002-861+;+215-031-480-140-632-705-002-093-033+;+740-042-002-820+
193,context_exact,unigram,142,type,TAB:C,2192,47,76,9,1.629562,0.191489,0.118421,5.522956,2.465441,5.939198,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1458;M-1470;M-1528;M-1529,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+407-004-001-617-142+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+
194,context_exact,unigram,142,material_type,Copper|TAB:C,2192,47,76,9,1.629562,0.191489,0.118421,5.522956,2.465441,5.939198,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1458;M-1470;M-1528;M-1529,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+407-004-001-617-142+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+
195,context_exact,first,032,type,TAB:B,2192,21,437,15,4.186588,0.714286,0.034325,3.58287,1.841116,5.933428,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1797|H-1942;H-1915;H-1932;H-1855|H-1864|H-212|H-813|H-817|H-839;H-2022;H-1879|H-1899;H-1930;H-1945|H-849|H-850,+032-700+;+032-920-491+;+032-700+;+032-700+;+032-850-031+;+032-032-700+;+032-700-601+;+032-700+
196,context_exact,unigram,741,material_type,Steatite|SEAL:S,2192,134,950,91,58.074818,0.679104,0.095789,1.566944,0.647954,5.922325,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,Ad-4;C-55;C-5;C-8;C-16;H-1666;H-50;H-76,+740-017-495-235-741-066+;+740-067-741-647-892+;+740-140-717-002-298-741+;+740-803-233-741-250-579+;+429-003-741-060-920+;+161-097-741-140+;+740-406-590-741-406-125+;+740-100-240-235-741-175-132+
197,context_exact,bigram,158-806,type,TAB:B,2192,11,437,10,2.192974,0.909091,0.022883,4.560017,2.189039,5.905326,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1980;H-1979;H-189;H-190|H-724;H-208;H-726;M-470;M-1419,+400-158-806-475+;+740-158-806-467+;+400-158-806-470+;+158-806-465+;+400-158-806-472+;+158-806-465+;+400-158-806-473+;+400-158-806-467+
198,context_exact,unigram,034,type,TAB:I,2192,30,231,13,3.161496,0.433333,0.056277,4.111977,2.039832,5.889217,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1354|H-2246|H-983;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-2097|H-2154|H-358|H-892|H-938|H-945;H-2095|H-2096|H-2143|H-297|H-953|H-985;H-2069;H-2208;H-2204|H-2206|H-350;H-2236,+700-034+;+700-034+;+034-700+;+700-034+;+700-034-400-525-550+;+034-700+;+700-034+;+700-034+
199,context_exact,bigram,700-033,material_type,Faience|TAB:B,2192,31,225,13,3.182026,0.419355,0.057778,4.085448,2.030494,5.850352,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1881;H-1822|H-1839|H-1861|H-1872|H-1873|H-1883|H-1896|H-1898|H-1905|H-1908|H-1915|H-1947|H-229|H-231|H-233|H-239|H-245|H-248|H-770|H-790|H-798|H-799|H-800|H-818|H-834|H-838|H-847;H-1940;H-1811|H-1812|H-1813|H-205|H-774;H-1768;H-1933|H-846;H-1929;H-733,+415-700-033-171+;+700-033+;+700-033+;+700-033-711-335-575-413+;+700-033+;+700-033+;+700-033+;+700-033+
200,context_exact,last,413,type_symbol,TAB:B|None,2192,16,241,9,1.759124,0.5625,0.037344,5.116183,2.355068,5.806658,1,shuffle_contexts_within_site,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-2016;H-1866;H-1991;H-1810|H-1815;H-1988|H-1989|H-1990;H-1814;H-1811|H-1812|H-1813|H-205|H-774;H-786|H-787,+700-032-740-335-575-413+;+824-892-413+;+824-892-413+;+033-711-335-575-413+;+700-033-711-335-575-413+;+740-033-711-335-575-413+;+700-033-711-335-575-413+;+824-892-413+
